                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    110,                0.71653,                0.44269,                0.87356,                0.86356,                0.52477,                0.87718,                0.89396,                0.76489,                0.84591,                0.65733,                0.87231,                0.46934,                0.89906,                0.96124,                0.53368,                0.89005,             0.00033853,             0.00033853,             0.00033853
                    111,                0.70447,                0.44111,                0.86765,                0.86856,                0.54871,                0.86269,                0.83607,                0.79586,                0.86162,                0.66795,                0.88722,                0.46446,                 0.9032,                0.98452,                0.53447,                0.89398,              0.0003368,              0.0003368,              0.0003368
                    112,                0.68578,                 0.4247,                0.85756,                0.85182,                0.52805,                0.85817,                0.89177,                0.77104,                 0.8895,                0.67227,                0.87643,                0.48042,                0.89211,                0.95287,                0.56358,                0.88694,             0.00033506,             0.00033506,             0.00033506
                    113,                0.68401,                0.42151,                0.86447,                0.84796,                0.52035,                0.86114,                0.92014,                0.73944,                0.86351,                 0.6732,                0.87791,                0.47836,                0.90042,                0.96972,                0.57609,                0.89169,             0.00033333,             0.00033333,             0.00033333
                    114,                0.70694,                0.43664,                0.87125,                0.87507,                0.55724,                0.86639,                0.80915,                0.76507,                0.84649,                0.64649,                0.87248,                0.51995,                0.89567,                0.96192,                0.60106,                0.89167,             0.00033159,             0.00033159,             0.00033159
                    115,                0.69989,                0.43132,                0.85653,                0.88915,                0.54138,                0.85801,                0.93405,                0.72785,                0.85961,                0.66839,                0.86168,                0.47088,                0.89264,                0.96535,                0.55211,                0.88917,             0.00032985,             0.00032985,             0.00032985
                    116,                0.68487,                0.41329,                0.84979,                 0.8653,                0.52094,                0.85237,                0.88329,                0.77183,                0.85829,                0.66239,                0.87731,                0.47449,                0.89641,                0.95616,                0.55028,                0.89185,             0.00032812,             0.00032812,             0.00032812
                    117,                0.70876,                0.43877,                0.86609,                0.87839,                0.55817,                0.86876,                0.92118,                0.74744,                0.85865,                0.66831,                0.88069,                0.47968,                0.90626,                0.95764,                 0.5333,                0.89601,             0.00032638,             0.00032638,             0.00032638
                    118,                0.67831,                 0.4245,                0.86382,                0.83615,                0.53079,                0.86435,                0.88716,                 0.7861,                0.86814,                0.67473,                0.87785,                0.47464,                0.90329,                0.95139,                0.53038,                0.89284,             0.00032465,             0.00032465,             0.00032465
                    119,                0.67134,                  0.413,                0.84846,                0.82746,                0.49436,                0.85232,                0.86732,                0.81273,                  0.864,                0.68786,                0.84742,                0.46263,                0.88864,                0.93669,                 0.5518,                0.88623,             0.00032291,             0.00032291,             0.00032291
                    120,                0.65819,                0.40329,                0.84215,                0.82787,                0.47526,                0.84447,                0.88856,                0.71846,                0.84368,                0.65165,                0.87219,                0.47437,                0.89388,                0.96426,                0.52182,                0.89012,             0.00032118,             0.00032118,             0.00032118
                    121,                0.67048,                0.41817,                0.85232,                0.82361,                0.48839,                0.85748,                0.86025,                0.80361,                0.87318,                0.67519,                0.86392,                0.48713,                0.89569,                0.95213,                0.52777,                0.88972,             0.00031944,             0.00031944,             0.00031944
                    122,                0.69662,                0.42664,                0.86486,                0.88803,                0.49795,                0.87095,                0.78295,                0.83677,                0.87113,                0.67795,                0.86446,                0.46194,                0.89314,                0.95627,                0.52206,                0.88591,              0.0003177,              0.0003177,              0.0003177
                    123,                0.67463,                0.42803,                0.85995,                0.83473,                0.53162,                0.85873,                0.87856,                0.78789,                0.86754,                0.67873,                0.83936,                 0.4395,                0.88451,                0.93994,                0.47788,                0.88042,             0.00031597,             0.00031597,             0.00031597
                    124,                0.66082,                0.40442,                0.85443,                0.82668,                0.50668,                0.85651,                0.89771,                0.81605,                0.86709,                0.67337,                0.84871,                0.46047,                0.89446,                0.95419,                0.49578,                 0.8902,             0.00031423,             0.00031423,             0.00031423
                    125,                0.68856,                0.41356,                 0.8521,                0.85758,                0.49812,                0.85735,                0.86793,                0.76215,                0.84968,                 0.6702,                0.86311,                0.46945,                0.89551,                0.93801,                0.49809,                0.88913,              0.0003125,              0.0003125,              0.0003125
                    126,                0.65182,                0.39661,                0.85701,                0.83058,                0.50111,                0.86266,                0.84186,                0.78885,                0.86244,                0.68445,                0.85531,                0.46977,                0.90006,                0.94654,                0.51583,                0.89058,             0.00031076,             0.00031076,             0.00031076
                    127,                 0.6733,                 0.4093,                0.85388,                0.85215,                0.50764,                0.85834,                0.92312,                0.73733,                0.86699,                0.67111,                0.85941,                0.45721,                 0.8957,                0.94728,                0.47512,                0.88451,             0.00030902,             0.00030902,             0.00030902
                    128,                0.69372,                 0.4139,                0.85282,                0.86271,                0.50144,                0.85222,                0.90452,                 0.7962,                0.86782,                0.66815,                0.84143,                0.45449,                0.88778,                0.91843,                0.50232,                0.88036,             0.00030729,             0.00030729,             0.00030729
                    129,                0.65214,                0.39994,                0.85728,                0.80682,                0.46796,                0.85542,                0.78561,                0.83049,                0.86963,                0.66894,                0.86668,                0.44543,                0.89096,                0.95563,                0.52592,                 0.8887,             0.00030555,             0.00030555,             0.00030555
                    130,                0.65145,                0.41399,                0.84447,                0.82438,                0.49376,                0.84522,                0.90604,                0.81492,                0.86591,                0.67104,                0.86644,                0.45751,                0.89571,                 0.9435,                0.49366,                0.88484,             0.00030382,             0.00030382,             0.00030382
                    131,                0.67699,                0.43844,                0.86358,                0.86528,                0.54819,                0.86955,                0.88252,                0.78907,                0.85773,                0.67529,                0.83645,                0.44523,                0.88781,                0.91492,                0.48176,                0.88566,             0.00030208,             0.00030208,             0.00030208
                    132,                 0.6574,                0.40394,                0.84432,                0.84923,                0.48779,                0.84966,                0.90157,                0.73292,                0.87381,                0.67366,                0.85455,                 0.4611,                0.88971,                0.94675,                0.49568,                0.88596,             0.00030035,             0.00030035,             0.00030035
                    133,                0.66159,                0.41829,                0.85851,                0.83105,                0.49234,                0.86571,                0.93268,                0.73896,                0.87239,                0.67713,                 0.8601,                0.44324,                0.89447,                0.93989,                0.48797,                0.88876,             0.00029861,             0.00029861,             0.00029861
                    134,                0.67353,                0.41657,                0.85167,                0.84839,                0.50341,                0.85435,                0.91095,                0.72517,                0.86538,                0.67139,                 0.8659,                0.46109,                0.89677,                0.96133,                0.51472,                0.88813,             0.00029687,             0.00029687,             0.00029687
                    135,                0.66415,                  0.411,                0.85855,                0.84914,                 0.4888,                0.86405,                 0.8667,                0.80165,                0.85063,                0.66007,                0.86981,                0.46921,                0.89616,                0.96606,                0.50876,                0.89236,             0.00029514,             0.00029514,             0.00029514
                    136,                0.67014,                0.41626,                 0.8576,                0.85124,                0.52073,                0.85776,                0.84963,                0.80544,                0.85917,                0.65552,                0.87429,                0.44861,                0.89548,                0.97589,                0.50053,                0.88888,              0.0002934,              0.0002934,              0.0002934
                    137,                0.67097,                 0.4099,                0.84718,                0.84062,                0.47574,                0.85162,                0.89416,                0.77537,                0.86307,                0.67736,                0.84719,                0.44629,                0.88963,                0.92903,                 0.4975,                0.87959,             0.00029167,             0.00029167,             0.00029167
                    138,                0.64031,                 0.3876,                0.84514,                0.77507,                0.45082,                0.84433,                0.82542,                0.80281,                0.84562,                0.64761,                0.85354,                0.48713,                 0.8911,                0.93757,                0.54676,                0.88486,             0.00028993,             0.00028993,             0.00028993
                    139,                0.66255,                0.40143,                0.85008,                0.84658,                0.48955,                0.85356,                0.72723,                 0.8306,                0.84705,                0.65612,                0.85982,                0.47547,                0.89381,                0.95225,                0.49365,                0.89106,              0.0002882,              0.0002882,              0.0002882
                    140,                0.63812,                0.38762,                0.84232,                0.80665,                0.45696,                0.85003,                0.83232,                0.82246,                0.86881,                0.66727,                0.86625,                0.43825,                0.89492,                0.94774,                 0.4792,                 0.8871,             0.00028646,             0.00028646,             0.00028646
                    141,                0.66387,                0.39989,                0.85932,                0.80184,                0.47325,                0.86732,                0.77889,                0.82828,                0.86407,                0.67829,                0.87368,                0.46801,                0.89777,                0.95597,                0.53178,                0.89111,             0.00028472,             0.00028472,             0.00028472
                    142,                0.64392,                0.40043,                0.84846,                0.78435,                0.46439,                0.84843,                0.88331,                0.78451,                0.85398,                0.67378,                0.87314,                0.46651,                0.89654,                0.95661,                0.53694,                0.89262,             0.00028299,             0.00028299,             0.00028299
                    143,                 0.6265,                0.38915,                0.84453,                 0.7963,                0.46114,                0.85051,                0.78618,                0.83009,                0.86577,                0.67539,                0.87623,                  0.472,                0.89492,                0.96956,                0.53819,                0.89527,             0.00028125,             0.00028125,             0.00028125
                    144,                0.63441,                0.38038,                0.84908,                0.81109,                0.46746,                0.85816,                0.86394,                0.73942,                0.85232,                0.65359,                0.90174,                0.48868,                0.90146,                0.98807,                0.56225,                0.89546,             0.00027952,             0.00027952,             0.00027952
                    145,                0.62065,                0.38609,                0.84568,                0.80352,                 0.4571,                0.84549,                0.75394,                0.81863,                0.85058,                0.67333,                 0.8431,                0.43867,                0.88715,                0.92295,                0.49073,                0.88113,             0.00027778,             0.00027778,             0.00027778
                    146,                0.64368,                0.39165,                0.85367,                0.81482,                0.45703,                0.86173,                0.77616,                0.83956,                0.86563,                0.67792,                 0.8506,                0.44959,                0.89014,                0.93709,                0.50831,                0.88899,             0.00027604,             0.00027604,             0.00027604
                    147,                 0.6391,                 0.3916,                0.84259,                0.82649,                0.49878,                0.85305,                0.84666,                 0.8401,                0.87674,                0.68117,                0.86649,                 0.4778,                0.89522,                0.93415,                0.54229,                0.88521,             0.00027431,             0.00027431,             0.00027431
                    148,                0.63849,                0.40163,                0.85269,                0.81461,                0.50207,                0.86261,                0.82833,                0.84013,                0.89535,                0.70095,                0.85683,                0.45068,                0.89621,                 0.9402,                0.49889,                0.88837,             0.00027257,             0.00027257,             0.00027257
                    149,                0.64226,                0.39136,                0.84091,                0.81654,                0.48633,                0.85094,                0.81308,                0.87416,                0.89886,                0.69295,                0.85789,                0.43026,                0.89383,                0.94408,                0.45863,                0.88617,             0.00027084,             0.00027084,             0.00027084
                    150,                 0.6294,                0.38539,                0.85365,                0.78402,                0.46552,                0.85825,                0.76103,                0.82518,                0.87156,                0.66412,                0.86364,                0.47279,                0.89737,                0.95885,                 0.5154,                0.89192,              0.0002691,              0.0002691,              0.0002691
                    151,                0.62854,                0.37531,                0.84258,                0.79624,                0.43468,                0.84299,                0.91572,                0.82451,                0.89211,                0.67722,                0.85576,                0.44626,                0.89468,                0.95965,                0.48201,                0.88639,             0.00026737,             0.00026737,             0.00026737
                    152,                0.62797,                0.38228,                0.83915,                0.77921,                0.45255,                0.84224,                0.78441,                0.87334,                0.90046,                0.68126,                0.87304,                0.45558,                 0.8958,                0.96498,                0.50932,                0.88917,             0.00026563,             0.00026563,             0.00026563
                    153,                 0.6212,                0.37948,                 0.8491,                0.79379,                0.44405,                  0.849,                0.76725,                0.82188,                 0.8623,                0.65974,                0.87379,                0.45665,                0.89472,                0.96765,                0.51436,                0.88486,             0.00026389,             0.00026389,             0.00026389
                    154,                0.61464,                0.37008,                0.84533,                0.76934,                0.43509,                0.85155,                 0.7179,                0.88713,                0.84633,                 0.6593,                0.86237,                0.47619,                0.89394,                0.94665,                0.53318,                0.88498,             0.00026216,             0.00026216,             0.00026216
                    155,                0.62124,                0.36831,                0.84634,                0.78384,                0.42807,                0.85437,                0.89207,                0.80623,                0.88687,                0.68212,                0.84705,                0.44075,                0.89311,                0.94483,                0.47641,                0.88482,             0.00026042,             0.00026042,             0.00026042
                    156,                 0.6026,                0.36673,                0.83261,                0.77704,                0.42645,                 0.8341,                 0.7941,                0.87739,                0.87162,                0.66334,                0.86122,                0.45503,                0.89794,                0.94732,                0.48689,                0.88775,             0.00025869,             0.00025869,             0.00025869
                    157,                0.62686,                0.37632,                0.84915,                0.79642,                0.46256,                0.84944,                0.77951,                0.82804,                0.88563,                0.68246,                0.86541,                0.44404,                0.89748,                0.95303,                0.49747,                0.89005,             0.00025695,             0.00025695,             0.00025695
                    158,                0.62143,                0.37258,                0.83772,                0.77094,                0.43613,                0.83926,                0.82168,                 0.8249,                0.88997,                0.68758,                0.85545,                 0.4589,                0.89143,                0.95143,                0.53319,                0.88904,             0.00025522,             0.00025522,             0.00025522
                    159,                0.60773,                0.36231,                0.84624,                 0.7832,                0.41987,                0.84861,                0.82116,                0.82435,                0.87059,                0.66719,                0.88057,                0.45034,                0.89758,                0.97082,                0.53969,                0.88959,             0.00025348,             0.00025348,             0.00025348
                    160,                0.61241,                0.37126,                0.84658,                0.77744,                0.44315,                0.84379,                0.85259,                0.84964,                0.86964,                0.66966,                0.88369,                0.45744,                0.90182,                0.96772,                0.53044,                0.89042,             0.00025174,             0.00025174,             0.00025174
                    161,                0.61208,                0.37805,                0.84014,                 0.7903,                0.46762,                0.84557,                0.84061,                0.82086,                 0.8656,                0.67009,                0.86639,                0.46451,                0.89718,                0.95004,                0.51274,                0.88993,             0.00025001,             0.00025001,             0.00025001
                    162,                0.61679,                0.37762,                0.84643,                0.79109,                0.44368,                0.84993,                 0.8665,                0.80703,                 0.8913,                0.67969,                0.87815,                0.43666,                 0.8977,                0.97609,                0.46036,                0.89244,             0.00024827,             0.00024827,             0.00024827
                    163,                0.60316,                0.36737,                0.84103,                0.77474,                0.43252,                0.84709,                0.82364,                0.87864,                0.90467,                0.69546,                 0.8795,                0.43742,                0.90047,                0.96516,                0.47691,                0.89459,             0.00024654,             0.00024654,             0.00024654
                    164,                0.60141,                0.37031,                0.83726,                0.75863,                0.43691,                0.83401,                0.83773,                0.85112,                0.86334,                0.66453,                0.86464,                0.45711,                0.89669,                0.96633,                0.48284,                0.88619,              0.0002448,              0.0002448,              0.0002448
                    165,                0.59906,                0.36689,                0.83834,                0.77262,                0.43984,                0.84047,                0.76124,                0.82523,                0.86804,                0.67307,                 0.8536,                0.44886,                0.89029,                0.95329,                0.48254,                0.88246,             0.00024306,             0.00024306,             0.00024306
                    166,                0.60953,                0.36701,                0.83527,                0.75989,                0.42299,                0.83551,                0.80734,                0.86296,                0.87445,                 0.6722,                0.86814,                0.44761,                0.89517,                0.95885,                0.51334,                 0.8846,             0.00024133,             0.00024133,             0.00024133
                    167,                0.60397,                0.37035,                0.84215,                0.76882,                0.45784,                0.84629,                0.78547,                 0.8455,                0.88249,                0.67682,                0.85852,                0.44027,                0.89439,                0.94568,                0.47177,                0.88837,             0.00023959,             0.00023959,             0.00023959
                    168,                0.59706,                0.36136,                0.82846,                   0.78,                0.41629,                0.83556,                0.91799,                0.80561,                0.88351,                0.68689,                0.85944,                0.43625,                 0.8944,                0.94813,                  0.475,                0.88612,             0.00023786,             0.00023786,             0.00023786
                    169,                0.58668,                0.36452,                0.84146,                0.75505,                  0.447,                0.84962,                0.80198,                0.83731,                0.87345,                0.67047,                0.85961,                 0.4304,                0.89418,                0.95164,                0.46168,                0.88451,             0.00023612,             0.00023612,             0.00023612
                    170,                0.59907,                0.36663,                0.84248,                0.75547,                0.40935,                0.84937,                0.81171,                0.85909,                0.88811,                0.69036,                0.84827,                0.43261,                0.88977,                0.94795,                0.45689,                0.88803,             0.00023439,             0.00023439,             0.00023439
                    171,                0.62068,                0.37853,                0.85242,                0.81682,                0.44737,                0.85753,                0.93992,                0.78755,                0.87302,                0.67682,                0.87834,                0.44219,                0.90107,                0.96712,                0.50419,                0.89629,             0.00023265,             0.00023265,             0.00023265
                    172,                0.59756,                0.36563,                0.83781,                0.77461,                 0.4403,                0.84486,                0.82047,                0.82485,                0.86866,                0.67869,                0.88235,                0.45084,                0.90321,                0.96466,                0.50317,                0.89578,             0.00023091,             0.00023091,             0.00023091
                    173,                0.58592,                0.35559,                0.83376,                0.75147,                0.42359,                0.83684,                0.91822,                0.78713,                0.89993,                0.68932,                0.89284,                0.43768,                0.90827,                0.97832,                0.47509,                0.89947,             0.00022918,             0.00022918,             0.00022918
                    174,                0.58099,                0.35018,                0.84479,                0.76332,                 0.3936,                0.84656,                0.91467,                0.80262,                0.90206,                0.69785,                0.87484,                0.42583,                0.90304,                0.96064,                0.46028,                0.89396,             0.00022744,             0.00022744,             0.00022744
                    175,                 0.5799,                0.35089,                0.84267,                0.74083,                0.40416,                 0.8429,                0.81494,                 0.8877,                0.88568,                0.67784,                0.86371,                0.41644,                0.89549,                0.95239,                0.45786,                0.88987,             0.00022571,             0.00022571,             0.00022571
                    176,                0.59217,                0.36297,                0.84464,                0.76549,                0.42666,                0.84773,                0.78669,                0.86255,                0.85567,                0.67003,                  0.856,                0.44518,                0.89373,                0.94783,                0.48613,                0.88882,             0.00022397,             0.00022397,             0.00022397
                    177,                0.60114,                0.36732,                0.84396,                 0.7611,                0.41763,                0.84825,                0.90313,                0.78273,                 0.8762,                0.67823,                0.84929,                0.43336,                0.89182,                0.94705,                 0.4969,                0.88587,             0.00022223,             0.00022223,             0.00022223
                    178,                0.56872,                  0.347,                0.83238,                0.72249,                0.38052,                 0.8371,                0.74183,                0.88209,                 0.9026,                0.69718,                0.86337,                0.42383,                0.89662,                0.94626,                0.45125,                0.88645,              0.0002205,              0.0002205,              0.0002205
                    179,                0.58217,                0.35867,                0.84285,                0.75097,                0.43877,                0.84587,                0.76368,                0.84704,                0.87327,                0.66966,                0.86535,                0.45856,                0.89634,                 0.9598,                0.50634,                 0.8891,             0.00021876,             0.00021876,             0.00021876
                    180,                0.59035,                0.36803,                0.84616,                0.76074,                0.45772,                0.84768,                0.80616,                0.88612,                0.90897,                0.68822,                0.87655,                0.45269,                0.89963,                0.97618,                0.51964,                0.89268,             0.00021703,             0.00021703,             0.00021703
                    181,                0.57889,                0.35732,                0.83692,                0.71807,                 0.4199,                0.83706,                0.92245,                0.82466,                0.91242,                0.70142,                0.84544,                0.43432,                0.89074,                0.95008,                 0.4709,                0.88603,             0.00021529,             0.00021529,             0.00021529
                    182,                0.56667,                 0.3451,                0.83312,                0.71947,                0.39503,                 0.8362,                0.77553,                0.84325,                0.90232,                0.70204,                0.85502,                0.43426,                0.89295,                0.94451,                0.48187,                0.88393,             0.00021356,             0.00021356,             0.00021356
                    183,                0.57436,                0.34821,                0.83849,                0.73454,                0.40248,                0.84185,                0.81609,                0.85964,                0.89176,                0.67758,                 0.8653,                0.42548,                0.89311,                0.96062,                0.47303,                0.88594,             0.00021182,             0.00021182,             0.00021182
                    184,                0.58052,                0.35226,                0.83805,                0.74389,                0.41838,                  0.845,                0.85494,                0.85084,                0.92377,                0.68857,                0.87876,                0.42422,                0.89837,                0.96915,                0.48677,                 0.8916,             0.00021008,             0.00021008,             0.00021008
                    185,                0.58324,                0.34958,                0.82772,                0.74659,                0.42081,                0.82983,                0.84529,                0.82884,                0.91993,                0.68762,                0.86393,                0.41787,                0.89451,                0.95189,                 0.4617,                0.88627,             0.00020835,             0.00020835,             0.00020835
                    186,                0.55624,                0.34555,                0.82778,                0.72824,                0.38813,                0.82954,                0.86386,                0.84384,                0.89513,                0.67297,                0.85661,                0.41738,                0.89219,                0.94993,                 0.4475,                0.88277,             0.00020661,             0.00020661,             0.00020661
                    187,                0.54616,                0.34127,                0.82838,                0.70547,                  0.387,                0.82738,                0.90231,                0.83132,                0.90479,                0.68613,                0.85631,                0.40283,                0.89208,                0.96109,                0.42525,                0.88864,             0.00020488,             0.00020488,             0.00020488
                    188,                0.55484,                 0.3405,                0.83602,                0.73133,                0.40345,                0.84203,                0.90799,                0.84683,                0.90694,                 0.6865,                0.85851,                0.40564,                0.89411,                0.94341,                0.46221,                0.88836,             0.00020314,             0.00020314,             0.00020314
                    189,                0.56095,                0.33871,                0.83131,                0.72059,                 0.3827,                 0.8383,                0.87872,                0.86644,                0.90183,                0.67552,                 0.8576,                0.42927,                0.89482,                0.95906,                0.47101,                0.88762,             0.00020141,             0.00020141,             0.00020141
                    190,                0.56437,                0.33793,                0.82751,                0.73012,                0.37226,                0.83102,                0.82807,                0.88204,                0.90876,                0.69143,                 0.8554,                0.41371,                0.89012,                0.94153,                0.46089,                0.88167,             0.00019967,             0.00019967,             0.00019967
                    191,                0.53834,                0.34371,                0.83022,                0.70685,                 0.3893,                0.83123,                0.84694,                0.82407,                0.90214,                0.68523,                0.87134,                0.42364,                0.89527,                0.96231,                0.46986,                0.88888,             0.00019793,             0.00019793,             0.00019793
                    192,                0.56825,                0.34128,                0.83401,                0.72984,                0.38344,                0.83796,                0.85006,                0.85711,                 0.9001,                0.68397,                0.86547,                0.43022,                0.89231,                0.95181,                 0.4833,                0.88521,              0.0001962,              0.0001962,              0.0001962
                    193,                 0.5538,                0.34273,                0.83059,                0.71776,                0.40742,                0.83535,                0.87554,                0.84915,                0.90482,                0.68382,                0.87595,                0.44337,                0.89573,                0.95554,                0.49711,                0.88412,             0.00019446,             0.00019446,             0.00019446
                    194,                0.54566,                0.33745,                0.82952,                0.70509,                0.39623,                0.82977,                0.78806,                0.86322,                 0.8772,                0.65882,                0.87245,                0.44871,                0.89811,                0.96361,                0.51959,                0.89334,             0.00019273,             0.00019273,             0.00019273
                    195,                0.55364,                0.35117,                0.82637,                0.70603,                0.40426,                0.82835,                0.76934,                0.86416,                0.87715,                0.66377,                0.87272,                0.45686,                0.89542,                 0.9694,                0.54001,                 0.8895,             0.00019099,             0.00019099,             0.00019099
                    196,                0.57002,                0.34231,                0.82403,                0.73366,                0.38307,                0.82746,                 0.8345,                0.87876,                0.88615,                0.67698,                0.87813,                0.44715,                0.89677,                0.97241,                0.50891,                0.88977,             0.00018925,             0.00018925,             0.00018925
                    197,                0.55856,                0.34243,                0.82537,                0.71393,                0.40379,                0.82717,                0.83053,                0.80668,                0.88121,                0.66729,                0.87377,                0.43058,                0.89476,                0.97099,                0.50679,                0.89058,             0.00018752,             0.00018752,             0.00018752
                    198,                0.56297,                0.33945,                0.82393,                0.72936,                 0.3908,                0.82593,                  0.827,                0.84275,                0.88834,                0.67665,                0.86182,                0.40015,                0.88999,                0.94278,                0.48401,                0.88448,             0.00018578,             0.00018578,             0.00018578
                    199,                0.53515,                0.33238,                 0.8299,                0.67978,                0.36627,                0.83541,                0.84414,                 0.8572,                0.88693,                0.68745,                0.87012,                0.40737,                0.88946,                0.94417,                0.46784,                0.88132,             0.00018405,             0.00018405,             0.00018405
                    200,                0.55078,                0.34075,                0.83186,                0.69601,                0.37961,                0.83534,                0.85772,                0.84131,                0.88502,                0.67955,                0.87762,                0.43981,                0.89553,                0.97043,                0.47661,                0.89075,             0.00018231,             0.00018231,             0.00018231
                    201,                0.53279,                0.33113,                0.83406,                0.68517,                  0.389,                0.83736,                0.82018,                0.85157,                0.87296,                0.66987,                0.86454,                0.43557,                0.89186,                0.95025,                0.50434,                0.88582,             0.00018058,             0.00018058,             0.00018058
                    202,                0.54181,                0.32793,                0.82888,                0.70315,                0.38736,                0.83067,                0.83749,                 0.8298,                0.87137,                0.67669,                0.86707,                0.44243,                0.89216,                0.95682,                0.49367,                0.88541,             0.00017884,             0.00017884,             0.00017884
                    203,                0.52815,                  0.326,                 0.8343,                0.68993,                0.35921,                0.83446,                0.80859,                0.85023,                0.87258,                0.66747,                0.87039,                0.43863,                0.89078,                0.94575,                0.48967,                0.88341,              0.0001771,              0.0001771,              0.0001771
                    204,                 0.5296,                0.33379,                0.82996,                0.69587,                0.38844,                 0.8316,                0.80586,                0.86476,                0.89791,                0.68924,                0.85998,                0.43405,                0.89206,                0.94805,                0.47181,                0.88478,             0.00017537,             0.00017537,             0.00017537
                    205,                0.53747,                0.33343,                0.82981,                0.68858,                 0.3721,                0.83101,                0.78216,                0.88687,                0.88585,                 0.6944,                0.85087,                 0.4126,                0.89002,                 0.9293,                0.44925,                0.88282,             0.00017363,             0.00017363,             0.00017363
                    206,                0.54202,                0.33025,                0.83155,                0.71965,                0.38704,                0.83767,                0.82892,                0.87871,                0.89302,                0.69385,                0.85857,                0.40259,                0.89328,                0.93572,                0.44125,                0.88565,              0.0001719,              0.0001719,              0.0001719
                    207,                0.53598,                0.33051,                0.83397,                0.70121,                0.36704,                0.84085,                0.81896,                0.89245,                0.90251,                0.70147,                0.84983,                0.40123,                0.88963,                0.93099,                0.42919,                0.88104,             0.00017016,             0.00017016,             0.00017016
                    208,                0.52072,                0.32204,                0.83183,                0.68655,                0.37526,                0.83342,                0.77987,                0.86217,                0.89471,                0.68545,                0.84891,                0.40573,                0.88859,                0.93148,                0.45692,                0.87882,             0.00016843,             0.00016843,             0.00016843
                    209,                0.55945,                0.34011,                0.82468,                0.71004,                0.39966,                0.82826,                0.83149,                0.87966,                0.89932,                0.68072,                0.87426,                0.41154,                0.89144,                0.95309,                0.48807,                0.88435,             0.00016669,             0.00016669,             0.00016669
                    210,                0.54161,                0.33436,                0.83377,                0.69449,                0.39511,                 0.8341,                0.85158,                0.87925,                0.90284,                0.69969,                0.85463,                 0.3945,                0.88882,                0.93692,                0.44991,                0.88399,             0.00016495,             0.00016495,             0.00016495
                    211,                0.51707,                0.31233,                0.81621,                0.67291,                0.34153,                0.81788,                0.84282,                0.87543,                0.90612,                0.70424,                0.85012,                0.39114,                0.88934,                0.92805,                0.43953,                0.88026,             0.00016322,             0.00016322,             0.00016322
                    212,                0.55011,                0.32942,                0.84202,                0.71178,                0.38895,                0.84502,                0.92179,                0.84731,                0.93362,                0.71652,                0.85378,                0.39147,                0.89019,                0.93768,                0.42875,                0.88061,             0.00016148,             0.00016148,             0.00016148
                    213,                0.53009,                0.32797,                0.82334,                0.67752,                0.37749,                0.82905,                0.80444,                0.92778,                0.93518,                0.71693,                0.85207,                0.39402,                0.88795,                 0.9373,                0.41808,                0.87761,             0.00015975,             0.00015975,             0.00015975
                    214,                 0.5454,                0.33265,                0.82949,                0.70801,                0.40027,                0.83577,                0.88166,                0.87701,                 0.9308,                0.71178,                0.85168,                 0.4145,                0.88669,                0.94646,                0.43932,                0.87849,             0.00015801,             0.00015801,             0.00015801
                    215,                0.53354,                0.32832,                0.81697,                0.69143,                0.36595,                0.82255,                0.87226,                0.84299,                0.92952,                0.71454,                0.84868,                0.40645,                0.88701,                0.93146,                0.43193,                0.87843,             0.00015627,             0.00015627,             0.00015627
                    216,                0.53546,                0.33073,                0.82102,                0.71173,                0.38414,                0.82417,                0.85642,                0.86712,                0.90671,                0.70423,                0.84323,                0.39689,                0.88648,                0.92062,                0.41937,                 0.8776,             0.00015454,             0.00015454,             0.00015454
                    217,                0.53706,                0.32484,                0.83127,                 0.6957,                0.35531,                0.83532,                0.82635,                0.86273,                0.88992,                0.69026,                0.86095,                0.39948,                0.89458,                0.93545,                0.41816,                0.88324,              0.0001528,              0.0001528,              0.0001528
                    218,                 0.5191,                0.32299,                0.82508,                0.68429,                0.37152,                0.82887,                0.92511,                0.79617,                0.90541,                0.69976,                0.85144,                0.38895,                0.89054,                 0.9315,                0.39929,                0.88257,             0.00015107,             0.00015107,             0.00015107
                    219,                0.52081,                0.31877,                0.82681,                0.67063,                0.36389,                0.82939,                0.79372,                0.88935,                0.90913,                0.71401,                0.84609,                0.38959,                0.88935,                0.93342,                 0.4155,                 0.8853,             0.00014933,             0.00014933,             0.00014933
                    220,                0.52308,                0.32293,                0.82308,                0.69212,                0.37517,                0.82692,                0.80839,                0.90124,                0.90573,                0.69836,                0.86335,                 0.4001,                0.89075,                0.94801,                0.42997,                0.88692,              0.0001476,              0.0001476,              0.0001476
                    221,                0.51466,                0.31863,                0.82068,                0.68185,                0.36442,                0.82952,                0.74079,                 0.8816,                0.90949,                 0.6989,                0.85894,                0.39718,                0.89277,                0.94348,                0.42424,                0.88751,             0.00014586,             0.00014586,             0.00014586
                    222,                 0.5241,                0.31944,                0.82933,                0.67935,                 0.3771,                0.83457,                0.80999,                0.88206,                0.89424,                 0.6988,                0.85456,                0.39556,                0.89096,                0.94095,                0.41729,                0.88444,             0.00014412,             0.00014412,             0.00014412
