                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                0.97031,                 1.1912,                0.94485,                 1.1741,                 2.4608,                0.93389,                0.55559,                0.51642,                0.50605,                0.35614,                 0.9416,                 1.2166,                0.93721,                 1.0456,                 2.7249,                 0.9167,             0.00049996,             0.00049996,             0.00049996
                     18,                0.96103,                 1.1176,                 0.9475,                 1.1503,                 2.3176,                0.92923,                0.60479,                0.44241,                0.42827,                0.32109,                0.93179,                 1.2251,                0.92773,                0.99221,                 2.5624,                0.91819,             0.00049823,             0.00049823,             0.00049823
                     19,                 0.9123,                 1.0641,                0.94161,                 1.1155,                 2.1603,                0.92338,                0.45947,                0.48913,                0.43631,                 0.3141,                0.95469,                 1.1787,                0.93844,                 1.0637,                 2.4471,                0.91775,             0.00049649,             0.00049649,             0.00049649
                     20,                 0.9194,                0.98702,                0.92165,                 1.1217,                 1.9462,                 0.9207,                0.67213,                0.46679,                0.49298,                0.36466,                0.93847,                 1.1801,                0.93067,                 1.0334,                 2.2795,                0.92009,             0.00049476,             0.00049476,             0.00049476
                     21,                0.93974,                 1.0379,                0.93192,                 1.1699,                 1.9393,                0.93085,                0.54991,                 0.5167,                0.53418,                 0.3844,                0.93017,                  1.041,                0.92321,                 1.0444,                 2.1611,                0.90564,             0.00049302,             0.00049302,             0.00049302
                     22,                 0.9083,                0.93021,                0.92266,                 1.1059,                 1.7898,                0.91511,                0.76229,                0.47242,                 0.5533,                 0.3889,                 0.9341,                 1.0218,                0.91397,                 1.0696,                 2.0882,                0.91013,             0.00049128,             0.00049128,             0.00049128
                     23,                0.91021,                0.91553,                0.91291,                 1.0922,                 1.7017,                0.91479,                0.49242,                0.54563,                0.56306,                0.41089,                0.92414,                0.99228,                0.91907,                 1.0152,                 1.9211,                0.90423,             0.00048955,             0.00048955,             0.00048955
                     24,                 0.9119,                0.90449,                0.92774,                 1.1126,                 1.6708,                0.92298,                0.56512,                0.52812,                0.51301,                0.36994,                0.92923,                0.97863,                0.92883,                 1.0595,                 1.8526,                0.90837,             0.00048781,             0.00048781,             0.00048781
                     25,                0.89263,                  0.901,                0.90941,                 1.0687,                 1.6159,                0.90888,                0.73839,                 0.4547,                0.54854,                0.38791,                0.95425,                0.94386,                0.92362,                  1.056,                 1.7209,                0.91681,             0.00048608,             0.00048608,             0.00048608
                     26,                0.91612,                0.90009,                0.91442,                 1.0978,                 1.6012,                0.91139,                0.71925,                0.48644,                0.57432,                 0.4128,                0.92925,                0.91916,                0.91998,                 1.0079,                  1.716,                 0.9087,             0.00048434,             0.00048434,             0.00048434
                     27,                0.89504,                0.85236,                0.92463,                   1.06,                 1.5189,                 0.9129,                0.50612,                0.65575,                0.59049,                0.43141,                0.92921,                0.97673,                 0.9155,                  1.026,                 1.7123,                 0.9003,              0.0004826,              0.0004826,              0.0004826
                     28,                0.89035,                0.82711,                0.91875,                  1.082,                 1.4522,                0.91606,                0.80567,                0.51381,                0.60792,                0.45267,                0.90003,                0.88222,                0.90676,                 0.9917,                 1.5649,                0.89148,             0.00048087,             0.00048087,             0.00048087
                     29,                0.90235,                0.81517,                0.92476,                 1.1059,                 1.4014,                0.91768,                0.53466,                0.66398,                0.66202,                0.49345,                0.90202,                 0.8819,                0.90656,                0.99139,                 1.4895,                0.89428,             0.00047913,             0.00047913,             0.00047913
                     30,                0.88746,                0.77166,                0.91587,                 1.0684,                 1.2962,                0.90885,                0.74274,                0.59572,                0.67644,                0.48558,                0.96431,                0.79999,                0.92284,                 1.0785,                 1.3089,                0.91986,              0.0004774,              0.0004774,              0.0004774
                     31,                0.91103,                0.76277,                0.91908,                 1.0758,                 1.2256,                0.91902,                0.68911,                0.66897,                0.68587,                0.52376,                0.86686,                0.77306,                0.91069,                0.98783,                 1.2737,                0.90132,             0.00047566,             0.00047566,             0.00047566
                     32,                0.87387,                0.77438,                0.91722,                 1.0528,                 1.2536,                0.91969,                0.61409,                0.66824,                0.68721,                0.52829,                0.89293,                 0.9059,                0.90817,                0.99164,                 1.4047,                0.88995,             0.00047393,             0.00047393,             0.00047393
                     33,                0.86748,                0.72038,                0.89804,                 1.0801,                 1.1908,                0.90018,                0.67468,                0.60872,                0.60315,                0.44891,                0.92213,                0.87311,                0.90861,                 1.0355,                 1.3293,                0.90752,             0.00047219,             0.00047219,             0.00047219
                     34,                 0.8875,                0.73116,                0.91777,                 1.0833,                 1.1874,                0.90425,                0.83116,                0.48605,                0.62264,                0.45634,                0.89383,                 0.8023,                0.90242,                0.99078,                 1.4347,                0.89633,             0.00047045,             0.00047045,             0.00047045
                     35,                0.86996,                0.72851,                0.90801,                  1.055,                 1.2137,                0.90613,                0.61934,                0.65856,                0.68143,                0.48389,                0.92548,                0.85268,                0.91233,                 1.0304,                 1.3393,                0.90527,             0.00046872,             0.00046872,             0.00046872
                     36,                0.85039,                  0.698,                0.90166,                  1.041,                 1.1138,                0.90304,                0.75284,                0.58733,                 0.6955,                0.50399,                0.92049,                 0.7719,                0.91109,                 1.0134,                 1.2235,                0.89964,             0.00046698,             0.00046698,             0.00046698
                     37,                0.83666,                 0.6856,                0.91204,                  1.029,                 1.1089,                0.91203,                0.63691,                 0.6468,                0.69081,                0.52091,                0.89906,                0.77244,                0.90613,                 0.9795,                 1.1827,                0.89461,             0.00046525,             0.00046525,             0.00046525
                     38,                0.86412,                0.69709,                0.91112,                 1.0512,                 1.0712,                 0.8978,                0.66218,                0.64811,                0.68255,                0.53826,                0.90034,                0.83009,                  0.905,                0.97155,                 1.1936,                 0.8935,             0.00046351,             0.00046351,             0.00046351
                     39,                0.88373,                0.69958,                0.90857,                 1.0582,                 1.0826,                0.89969,                0.87488,                0.50599,                0.67141,                0.51575,                0.88497,                0.81268,                0.90888,                0.99548,                 1.1575,                0.90613,             0.00046178,             0.00046178,             0.00046178
                     40,                0.87117,                0.69236,                0.90451,                 1.0838,                  1.067,                0.90772,                0.74406,                 0.6406,                0.72081,                0.54309,                0.88369,                0.70354,                0.89952,                0.96305,                 1.0962,                0.89694,             0.00046004,             0.00046004,             0.00046004
                     41,                0.83532,                0.62943,                0.89609,                 1.0239,                0.98487,                0.89089,                0.82872,                0.58349,                 0.7005,                0.53437,                0.90621,                0.72499,                0.90959,                 1.0213,                 1.0746,                0.90193,              0.0004583,              0.0004583,              0.0004583
                     42,                0.86789,                0.65578,                0.91043,                 1.0722,                 1.0345,                0.90738,                 0.8547,                0.59749,                0.77706,                0.56896,                0.88591,                0.69444,                0.90321,                0.97704,                 1.0322,                0.89262,             0.00045657,             0.00045657,             0.00045657
                     43,                0.85059,                0.64409,                0.90691,                 1.0591,                0.99705,                0.90439,                0.81491,                0.61975,                0.76897,                0.58077,                0.86789,                0.67479,                0.89728,                0.98464,                 1.0272,                0.89188,             0.00045483,             0.00045483,             0.00045483
                     44,                0.83781,                 0.6439,                0.90836,                  1.043,                 1.0022,                0.90954,                0.71289,                0.70846,                0.80106,                0.60557,                0.87266,                0.67458,                0.89577,                0.96421,                 0.9993,                0.88846,              0.0004531,              0.0004531,              0.0004531
                     45,                0.83195,                0.61895,                 0.8897,                 1.0252,                0.93329,                 0.8893,                0.75621,                0.59601,                0.71217,                 0.5444,                0.89991,                0.69541,                 0.9029,                 1.0014,                0.96025,                 0.9092,             0.00045136,             0.00045136,             0.00045136
                     46,                0.83648,                0.61384,                0.89133,                 1.0367,                0.92757,                0.88887,                0.72863,                0.68357,                0.80588,                0.60213,                0.88989,                0.67569,                 0.8954,                0.98905,                 0.9481,                0.89613,             0.00044962,             0.00044962,             0.00044962
                     47,                0.81895,                0.60706,                0.88912,                 1.0009,                0.91384,                0.89047,                0.62344,                0.73823,                0.76458,                0.58501,                 0.9028,                0.68147,                0.90246,                0.99573,                0.97432,                0.89822,             0.00044789,             0.00044789,             0.00044789
                     48,                 0.8315,                0.60328,                0.90941,                 0.9932,                 0.9101,                0.90522,                0.79237,                0.62993,                 0.7972,                0.57411,                0.89502,                0.68395,                0.90065,                 1.0025,                0.92703,                0.90099,             0.00044615,             0.00044615,             0.00044615
                     49,                0.83514,                0.60477,                 0.8919,                 1.0288,                0.89366,                 0.8905,                 0.8099,                0.66995,                0.80436,                0.59565,                0.89042,                0.62099,                0.90597,                0.97936,                0.89555,                0.89079,             0.00044442,             0.00044442,             0.00044442
                     50,                0.85305,                0.62115,                0.89733,                 1.0333,                0.90671,                0.89846,                0.85075,                0.57088,                0.72317,                0.56743,                0.88053,                0.63447,                0.89966,                0.96355,                0.88607,                0.88923,             0.00044268,             0.00044268,             0.00044268
                     51,                0.84525,                0.61663,                0.90041,                 1.0442,                0.91243,                0.89367,                0.76616,                0.69466,                0.76377,                0.58317,                0.86568,                 0.6047,                0.89872,                0.98144,                0.85053,                0.89779,             0.00044095,             0.00044095,             0.00044095
                     52,                0.80465,                0.57419,                0.87727,                 1.0078,                0.83702,                0.88164,                0.79172,                0.66734,                0.75319,                0.57566,                0.86454,                 0.6232,                0.89796,                0.97148,                0.88247,                0.89692,             0.00043921,             0.00043921,             0.00043921
                     53,                 0.8272,                0.57051,                0.89586,                0.98085,                0.80345,                0.88983,                0.74194,                0.71245,                0.76597,                0.57058,                0.89438,                0.62062,                0.89482,                0.98914,                0.82649,                0.89777,             0.00043747,             0.00043747,             0.00043747
                     54,                0.83119,                0.56811,                0.89316,                 1.0126,                0.82789,                0.88868,                0.77519,                0.62374,                0.75665,                0.56115,                0.87295,                0.67892,                0.89536,                0.97722,                0.94873,                0.89817,             0.00043574,             0.00043574,             0.00043574
                     55,                 0.8177,                 0.5715,                0.88972,                 1.0068,                0.82597,                0.88417,                0.63566,                0.80234,                0.81391,                0.61403,                0.86524,                0.63594,                0.89482,                0.95723,                0.89784,                0.89282,               0.000434,               0.000434,               0.000434
                     56,                0.80484,                0.57693,                0.88779,                 1.0011,                0.85465,                 0.8885,                 0.7578,                0.63512,                0.74361,                0.56752,                0.87941,                0.61977,                0.90245,                0.98457,                0.88616,                0.89726,             0.00043227,             0.00043227,             0.00043227
                     57,                0.82923,                0.58735,                0.90632,                 1.0107,                0.83492,                0.90522,                0.79859,                0.63349,                0.76113,                0.56815,                0.87189,                0.64627,                0.89452,                0.99388,                0.88896,                0.89001,             0.00043053,             0.00043053,             0.00043053
                     58,                0.82611,                0.56865,                0.88422,                 1.0022,                0.78737,                0.88447,                0.68827,                0.81101,                0.82235,                0.61718,                0.86719,                0.61176,                0.89178,                   1.01,                0.78018,                0.89758,              0.0004288,              0.0004288,              0.0004288
                     59,                0.78794,                0.53849,                 0.8899,                0.96912,                0.75816,                0.88933,                0.79034,                0.66556,                0.80678,                0.61149,                0.89725,                0.60373,                0.90691,                0.98504,                0.83191,                0.90057,             0.00042706,             0.00042706,             0.00042706
                     60,                0.79227,                0.54114,                0.89209,                0.96411,                0.75914,                0.89807,                0.76388,                0.76357,                0.81383,                0.61534,                0.91057,                0.60986,                0.90851,                 1.0408,                0.87014,                0.90032,             0.00042532,             0.00042532,             0.00042532
                     61,                0.84008,                0.56595,                0.88977,                 1.0481,                0.78029,                0.89672,                0.68757,                0.72278,                0.77362,                0.58861,                0.86973,                0.58114,                0.89702,                0.97511,                0.81549,                0.89969,             0.00042359,             0.00042359,             0.00042359
                     62,                0.80479,                0.54516,                0.89373,                0.98475,                0.78543,                 0.8906,                0.75404,                 0.6754,                0.78417,                0.58242,                0.88224,                 0.6091,                0.89512,                0.97344,                0.81411,                0.89167,             0.00042185,             0.00042185,             0.00042185
                     63,                0.80736,                0.54316,                 0.9002,                0.97358,                0.72086,                0.89817,                0.85442,                 0.6554,                0.81016,                0.60972,                0.88533,                0.57988,                0.90585,                 1.0183,                0.77581,                0.89851,             0.00042012,             0.00042012,             0.00042012
                     64,                0.78712,                0.54277,                0.88816,                0.98896,                0.74227,                0.88998,                0.70416,                0.69806,                0.79525,                0.59827,                0.88073,                0.58581,                0.90234,                0.98823,                0.71874,                0.89378,             0.00041838,             0.00041838,             0.00041838
                     65,                0.78779,                0.52335,                0.88078,                0.97246,                0.72535,                0.88429,                 0.8236,                0.73758,                0.82003,                0.62822,                 0.8832,                0.56136,                 0.9014,                0.97156,                0.75013,                0.89017,             0.00041664,             0.00041664,             0.00041664
                     66,                0.81301,                0.55579,                0.88229,                 0.9986,                 0.7697,                0.88475,                 0.8089,                0.65692,                0.78902,                0.60582,                0.86786,                0.56981,                0.89615,                 0.9744,                0.76352,                0.89114,             0.00041491,             0.00041491,             0.00041491
                     67,                0.76641,                0.50466,                0.87423,                0.95364,                0.68328,                0.87629,                0.72312,                0.73568,                0.79026,                0.59418,                0.88453,                0.57164,                0.89989,                 0.9867,                0.75737,                 0.8919,             0.00041317,             0.00041317,             0.00041317
                     68,                0.79383,                0.51585,                0.87411,                0.98625,                0.71402,                0.87922,                0.84158,                0.72062,                0.82541,                0.63028,                0.88317,                 0.5296,                0.89839,                0.97025,                0.68465,                0.89147,             0.00041144,             0.00041144,             0.00041144
                     69,                0.79488,                0.51938,                0.88703,                0.96825,                0.68457,                0.88266,                0.80514,                0.65061,                0.78856,                0.59571,                0.89539,                0.57686,                0.89776,                0.97637,                0.72905,                0.88934,              0.0004097,              0.0004097,              0.0004097
                     70,                0.77941,                  0.524,                0.88035,                0.95096,                0.72891,                0.88251,                0.77225,                0.71501,                0.80954,                0.60823,                0.91371,                0.56878,                0.90631,                 1.0021,                0.74811,                0.89704,             0.00040797,             0.00040797,             0.00040797
                     71,                0.78735,                0.52496,                 0.8832,                 0.9661,                0.72026,                0.88152,                0.62572,                0.74834,                0.76208,                0.58781,                0.87925,                 0.6142,                0.90073,                0.98278,                0.80159,                0.89602,             0.00040623,             0.00040623,             0.00040623
                     72,                0.79387,                0.54532,                0.88316,                0.98753,                0.73836,                0.88825,                 0.7755,                0.72291,                0.78201,                 0.5874,                0.89137,                0.56795,                0.89823,                 1.0039,                0.71348,                0.90137,             0.00040449,             0.00040449,             0.00040449
                     73,                0.76105,                0.49755,                0.88215,                0.94398,                0.67363,                 0.8855,                0.84659,                 0.6371,                0.77783,                0.60397,                0.87426,                 0.5637,                0.89716,                0.96322,                0.71258,                0.89124,             0.00040276,             0.00040276,             0.00040276
                     74,                0.76797,                0.49844,                0.86637,                0.94924,                0.66956,                0.87111,                0.85666,                0.64528,                0.79765,                0.61846,                0.87504,                0.54963,                0.89517,                0.95831,                0.69702,                0.89044,             0.00040102,             0.00040102,             0.00040102
                     75,                 0.7808,                 0.5117,                0.87821,                 0.9787,                0.69466,                0.87916,                0.78289,                0.76568,                0.83005,                0.63805,                0.88494,                0.54979,                0.89887,                  1.005,                0.69076,                0.90115,             0.00039929,             0.00039929,             0.00039929
                     76,                0.77967,                 0.5174,                0.88892,                0.95025,                0.67239,                0.88842,                0.82047,                0.73032,                0.82105,                0.61495,                0.89105,                 0.5778,                0.90283,                0.97337,                0.72984,                0.89738,             0.00039755,             0.00039755,             0.00039755
                     77,                0.76222,                0.49272,                0.87394,                0.93933,                0.63658,                0.87105,                0.84858,                0.70179,                0.81815,                0.61302,                0.87619,                0.56288,                0.89867,                0.97779,                0.66063,                0.89165,             0.00039581,             0.00039581,             0.00039581
                     78,                0.78169,                0.49798,                0.86828,                0.94958,                0.63988,                0.86777,                0.82114,                 0.7643,                0.85488,                0.64944,                0.86379,                0.51899,                0.88924,                0.96067,                0.65377,                0.88291,             0.00039408,             0.00039408,             0.00039408
                     79,                0.75291,                0.48797,                0.87212,                0.91726,                0.61797,                0.87193,                0.76072,                0.73157,                 0.7815,                0.60631,                0.88148,                0.55247,                0.89386,                0.98875,                 0.6704,                0.89436,             0.00039234,             0.00039234,             0.00039234
                     80,                0.74813,                0.47164,                 0.8768,                0.93179,                0.64722,                0.87587,                0.81806,                0.77085,                0.82904,                0.65862,                0.85421,                 0.5363,                0.89137,                0.94473,                  0.659,                0.88916,             0.00039061,             0.00039061,             0.00039061
                     81,                0.75685,                0.48721,                 0.8793,                0.92721,                0.64875,                0.88021,                0.86346,                0.68085,                0.79721,                0.60722,                0.86895,                0.54373,                0.89596,                0.97211,                 0.6909,                 0.8921,             0.00038887,             0.00038887,             0.00038887
                     82,                0.76683,                 0.5082,                0.87439,                0.96048,                0.67463,                0.87962,                0.84235,                0.70299,                0.79619,                0.61558,                0.85419,                0.50201,                0.89303,                0.96186,                0.62145,                0.88529,             0.00038714,             0.00038714,             0.00038714
                     83,                0.76456,                0.49878,                0.88908,                0.92899,                0.64909,                0.88979,                0.92121,                0.77676,                0.84843,                0.65636,                0.84571,                0.49805,                0.88839,                0.93049,                 0.5928,                0.88144,              0.0003854,              0.0003854,              0.0003854
                     84,                0.72529,                0.47729,                 0.8761,                0.90216,                0.61077,                0.87852,                0.81223,                0.72235,                0.82241,                0.60069,                0.87269,                0.53231,                0.89642,                0.98588,                0.64961,                0.89011,             0.00038366,             0.00038366,             0.00038366
                     85,                0.76346,                0.48439,                0.88981,                0.93708,                  0.638,                 0.8964,                0.78961,                0.74956,                0.82504,                0.63246,                0.87149,                0.54122,                0.89024,                0.97272,                0.62813,                0.89011,             0.00038193,             0.00038193,             0.00038193
                     86,                0.73004,                0.46281,                0.88136,                0.90211,                0.58234,                 0.8817,                0.73566,                0.82124,                0.86643,                0.65185,                0.85166,                0.50092,                0.89257,                0.98236,                0.60401,                0.88981,             0.00038019,             0.00038019,             0.00038019
                     87,                0.73712,                0.48426,                0.86753,                0.93918,                0.66331,                0.86553,                0.78876,                0.75172,                0.82537,                0.61836,                  0.868,                0.53439,                0.89867,                0.99138,                 0.6237,                0.89342,             0.00037846,             0.00037846,             0.00037846
                     88,                0.73497,                0.47139,                  0.867,                0.91525,                0.62143,                 0.8672,                0.80073,                 0.7833,                0.84038,                0.63758,                0.86222,                0.53638,                0.89441,                0.95097,                0.61235,                0.88811,             0.00037672,             0.00037672,             0.00037672
                     89,                0.73382,                0.47083,                 0.8746,                0.91241,                0.61056,                0.87317,                0.87469,                0.69471,                0.81332,                0.61801,                0.87333,                0.51507,                0.89588,                0.96074,                 0.6201,                  0.889,             0.00037499,             0.00037499,             0.00037499
                     90,                0.74308,                0.48071,                0.86024,                 0.9094,                0.58797,                0.86274,                0.91771,                0.71807,                0.84891,                0.63084,                0.87318,                 0.5149,                0.89137,                0.95022,                0.60367,                0.88745,             0.00037325,             0.00037325,             0.00037325
                     91,                0.74345,                 0.4819,                0.87739,                0.92391,                 0.6163,                0.87605,                0.82236,                0.78406,                0.85366,                0.63988,                0.86268,                0.51565,                0.89131,                 0.9574,                0.60584,                0.88552,             0.00037151,             0.00037151,             0.00037151
                     92,                0.72748,                0.44442,                0.86415,                0.88951,                0.57852,                0.86649,                0.88983,                0.69175,                0.85405,                0.66016,                0.85001,                0.48924,                0.89258,                0.94074,                0.60945,                 0.8856,             0.00036978,             0.00036978,             0.00036978
                     93,                0.76726,                0.47027,                0.88671,                0.93207,                0.59457,                0.88721,                0.79778,                0.73208,                0.84659,                0.65785,                0.85685,                0.50252,                0.89359,                0.95961,                0.57818,                0.88798,             0.00036804,             0.00036804,             0.00036804
                     94,                0.74115,                0.46091,                0.87515,                0.92091,                0.58504,                0.87668,                0.86351,                 0.7459,                0.82169,                0.62704,                0.89482,                0.49546,                0.90085,                0.98714,                0.56331,                0.89138,             0.00036631,             0.00036631,             0.00036631
                     95,                0.73405,                0.46574,                0.86753,                0.93305,                0.57809,                0.87282,                0.85821,                 0.7142,                0.82384,                 0.6234,                0.89992,                0.51211,                0.90033,                0.97456,                 0.6048,                0.88739,             0.00036457,             0.00036457,             0.00036457
                     96,                0.71673,                0.45861,                0.86273,                0.88763,                0.55507,                0.86411,                0.86103,                0.70797,                0.82825,                0.62561,                0.86868,                0.48882,                0.89011,                0.97441,                0.59531,                0.88606,             0.00036283,             0.00036283,             0.00036283
                     97,                0.72468,                0.45239,                0.87291,                 0.8959,                0.58356,                0.87851,                0.87231,                0.70422,                 0.8376,                0.63095,                0.88236,                0.53409,                0.89322,                 0.9723,                0.62587,                0.88626,              0.0003611,              0.0003611,              0.0003611
                     98,                0.72941,                0.46246,                0.86721,                0.93304,                0.58579,                 0.8668,                0.82936,                0.71764,                0.81182,                0.61442,                 0.8814,                 0.5644,                0.89956,                0.96649,                0.64811,                0.88961,             0.00035936,             0.00035936,             0.00035936
                     99,                0.71254,                0.45387,                0.86496,                0.90129,                0.59161,                 0.8663,                0.87271,                0.69515,                0.84545,                0.63271,                 0.8627,                0.51739,                0.89328,                0.94629,                0.62124,                0.88668,             0.00035763,             0.00035763,             0.00035763
                    100,                0.69401,                0.43118,                 0.8665,                0.88535,                0.55353,                0.86918,                0.85739,                0.79555,                0.87703,                0.67168,                0.87227,                0.48924,                0.89288,                0.96607,                 0.5778,                0.88784,             0.00035589,             0.00035589,             0.00035589
                    101,                0.73564,                0.45313,                0.86719,                0.91468,                0.57416,                0.87303,                0.82261,                 0.7213,                0.81285,                0.62601,                0.88571,                0.54627,                0.89359,                0.97682,                0.62127,                0.88833,             0.00035416,             0.00035416,             0.00035416
                    102,                 0.7346,                0.44872,                0.87432,                0.89104,                0.55505,                0.87237,                0.77057,                0.80097,                0.82986,                0.62349,                0.90072,                0.52428,                0.89688,                0.99527,                0.58498,                0.89368,             0.00035242,             0.00035242,             0.00035242
                    103,                0.71807,                0.44612,                0.86025,                0.91109,                0.56162,                0.85947,                0.74429,                0.80785,                0.83512,                0.64444,                0.86432,                0.49455,                0.89116,                0.94838,                0.57944,                0.88538,             0.00035068,             0.00035068,             0.00035068
                    104,                0.73187,                0.45073,                0.87129,                0.91669,                0.55112,                0.87734,                0.83544,                0.74024,                0.86644,                0.66429,                0.88111,                0.50975,                0.89419,                0.97362,                0.55939,                0.88716,             0.00034895,             0.00034895,             0.00034895
                    105,                0.72757,                0.45134,                0.87076,                0.89827,                0.54903,                0.87399,                0.89686,                 0.8275,                0.86657,                0.67144,                 0.8649,                0.48216,                0.89281,                 0.9538,                0.53542,                0.88514,             0.00034721,             0.00034721,             0.00034721
                    106,                0.70751,                0.43119,                0.86224,                0.86907,                0.52841,                0.86239,                 0.9049,                0.78247,                0.88031,                0.67672,                0.89232,                0.48555,                0.89824,                0.98645,                 0.5785,                0.89392,             0.00034548,             0.00034548,             0.00034548
                    107,                0.72284,                0.44266,                0.85649,                0.90668,                0.57341,                 0.8614,                0.89609,                0.80238,                0.87149,                0.65466,                0.88021,                0.48677,                0.90054,                0.97154,                0.55717,                0.89559,             0.00034374,             0.00034374,             0.00034374
                    108,                0.72324,                0.44066,                0.85619,                0.90011,                0.56784,                0.85955,                0.88232,                0.76589,                0.86591,                0.65681,                 0.8969,                0.49993,                0.90273,                0.97846,                0.57538,                0.89486,             0.00034201,             0.00034201,             0.00034201
                    109,                 0.7118,                0.43645,                0.86107,                0.88969,                0.55269,                0.86397,                 0.9101,                0.73793,                0.85919,                0.64906,                 0.8789,                0.49124,                0.89677,                 0.9857,                0.55575,                0.89115,             0.00034027,             0.00034027,             0.00034027
