epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,1591.24,0.59695,0.36283,0.84199,0.86146,0.89847,0.94043,0.71964,0.85053,0.4232,0.88636,0.000217028,0.000217028,0.000217028
180,1599.98,0.58673,0.35071,0.83223,0.87514,0.87851,0.94116,0.73247,0.84513,0.41682,0.88844,0.000215292,0.000215292,0.000215292
181,1608.66,0.57267,0.34972,0.82756,0.84786,0.87368,0.93502,0.73492,0.85058,0.41611,0.88722,0.000213556,0.000213556,0.000213556
182,1617.48,0.57317,0.34659,0.83102,0.8742,0.90262,0.94168,0.72237,0.83528,0.42855,0.88453,0.00021182,0.00021182,0.00021182
183,1626.34,0.58626,0.35952,0.83573,0.92493,0.86092,0.95065,0.73112,0.84738,0.42924,0.88494,0.000210084,0.000210084,0.000210084
184,1634.88,0.57824,0.35416,0.8342,0.89311,0.91878,0.93755,0.72993,0.8332,0.41812,0.88108,0.000208349,0.000208349,0.000208349
185,1643.51,0.57484,0.35139,0.84743,0.9007,0.8491,0.93011,0.72395,0.83367,0.42795,0.8803,0.000206613,0.000206613,0.000206613
186,1652.16,0.61636,0.37074,0.84583,0.91995,0.85935,0.93865,0.72848,0.82698,0.4312,0.87711,0.000204877,0.000204877,0.000204877
187,1660.76,0.59174,0.35751,0.83226,0.92059,0.86091,0.93936,0.73088,0.83183,0.4327,0.88425,0.000203141,0.000203141,0.000203141
188,1669.56,0.58528,0.36032,0.8241,0.89991,0.90785,0.95193,0.72975,0.84922,0.43976,0.88762,0.000201405,0.000201405,0.000201405
189,1678.38,0.57847,0.35783,0.82246,0.84402,0.90166,0.93244,0.72504,0.85003,0.44091,0.88558,0.00019967,0.00019967,0.00019967
190,1687.29,0.56711,0.35556,0.82934,0.87027,0.89015,0.91579,0.71683,0.84484,0.44556,0.8849,0.000197934,0.000197934,0.000197934
191,1695.76,0.56589,0.35189,0.83003,0.86097,0.88337,0.92746,0.7269,0.83113,0.42951,0.88265,0.000196198,0.000196198,0.000196198
192,1704.51,0.56686,0.34945,0.8426,0.86242,0.89787,0.92154,0.71794,0.84195,0.41233,0.88674,0.000194462,0.000194462,0.000194462
193,1713.24,0.56746,0.35005,0.8347,0.87156,0.8748,0.91279,0.72169,0.83541,0.41865,0.8825,0.000192726,0.000192726,0.000192726
194,1722.03,0.57203,0.35677,0.83318,0.8991,0.8725,0.93111,0.73809,0.8316,0.41104,0.88154,0.000190991,0.000190991,0.000190991
195,1730.66,0.55642,0.34437,0.83033,0.9015,0.87773,0.94318,0.74065,0.84457,0.4186,0.88487,0.000189255,0.000189255,0.000189255
196,1739.07,0.57242,0.35168,0.82883,0.82489,0.8905,0.91785,0.71538,0.84579,0.44097,0.8831,0.000187519,0.000187519,0.000187519
197,1748.08,0.57009,0.34738,0.82549,0.85004,0.86435,0.91998,0.71665,0.84139,0.43564,0.88604,0.000185783,0.000185783,0.000185783
198,1756.72,0.5662,0.3569,0.83453,0.80084,0.85765,0.91493,0.70646,0.85561,0.44843,0.88927,0.000184047,0.000184047,0.000184047
199,1765.42,0.56407,0.34252,0.82796,0.84771,0.88092,0.93983,0.72638,0.84654,0.42436,0.88758,0.000182312,0.000182312,0.000182312
200,1774.1,0.55542,0.33906,0.83221,0.88263,0.92571,0.93374,0.71344,0.85148,0.42872,0.89022,0.000180576,0.000180576,0.000180576
201,1782.96,0.56139,0.33625,0.82837,0.91748,0.86404,0.943,0.72333,0.84972,0.42604,0.88538,0.00017884,0.00017884,0.00017884
202,1791.86,0.55416,0.33409,0.8286,0.85967,0.92495,0.93735,0.72468,0.83982,0.42621,0.88323,0.000177104,0.000177104,0.000177104
203,1800.49,0.57504,0.36033,0.83552,0.89264,0.9167,0.93548,0.72218,0.84838,0.42422,0.88377,0.000175368,0.000175368,0.000175368
204,1809.17,0.54344,0.3332,0.83926,0.89665,0.92034,0.94369,0.72104,0.84654,0.41104,0.88407,0.000173633,0.000173633,0.000173633
205,1817.75,0.5452,0.33059,0.82995,0.90679,0.92325,0.94559,0.73324,0.83783,0.4087,0.8854,0.000171897,0.000171897,0.000171897
206,1826.44,0.56261,0.34345,0.82687,0.90286,0.93555,0.96029,0.74734,0.84422,0.40764,0.88803,0.000170161,0.000170161,0.000170161
207,1835.2,0.55034,0.34623,0.82831,0.94047,0.9093,0.95629,0.73623,0.84222,0.40981,0.88265,0.000168425,0.000168425,0.000168425
208,1843.94,0.5613,0.33941,0.82586,0.91816,0.91339,0.9521,0.74163,0.83791,0.40187,0.88654,0.000166689,0.000166689,0.000166689
209,1852.68,0.53586,0.32667,0.8295,0.87825,0.92548,0.95782,0.73707,0.83373,0.40679,0.88367,0.000164954,0.000164954,0.000164954
210,1861.29,0.54758,0.33371,0.82124,0.90949,0.90743,0.95096,0.72801,0.84379,0.41493,0.8854,0.000163218,0.000163218,0.000163218
211,1870.42,0.55339,0.34265,0.82461,0.89648,0.9247,0.94688,0.72728,0.84497,0.40873,0.88725,0.000161482,0.000161482,0.000161482
212,1879.03,0.53844,0.33321,0.82503,0.85665,0.93796,0.93867,0.7245,0.83966,0.40086,0.88837,0.000159746,0.000159746,0.000159746
213,1887.58,0.5449,0.33013,0.82129,0.89456,0.9188,0.94719,0.73367,0.86111,0.41256,0.8942,0.00015801,0.00015801,0.00015801
214,1896.38,0.5413,0.32946,0.8177,0.88154,0.90648,0.93823,0.72574,0.85475,0.4185,0.89233,0.000156275,0.000156275,0.000156275
215,1905,0.53565,0.32507,0.82813,0.92919,0.85772,0.93821,0.7225,0.85067,0.41655,0.88907,0.000154539,0.000154539,0.000154539
216,1913.57,0.53698,0.32509,0.82199,0.91168,0.88459,0.9362,0.70846,0.85295,0.40696,0.88748,0.000152803,0.000152803,0.000152803
217,1922.18,0.51674,0.31948,0.82066,0.89185,0.88689,0.93093,0.72197,0.84839,0.4121,0.88654,0.000151067,0.000151067,0.000151067
218,1930.92,0.52708,0.32933,0.8242,0.86588,0.87902,0.92304,0.72693,0.83846,0.40231,0.88593,0.000149331,0.000149331,0.000149331
219,1939.67,0.54734,0.33663,0.8184,0.86976,0.88855,0.93887,0.72309,0.8412,0.41003,0.88684,0.000147596,0.000147596,0.000147596
220,1948.33,0.52821,0.32996,0.8159,0.91633,0.85229,0.92979,0.72012,0.85009,0.41536,0.89058,0.00014586,0.00014586,0.00014586
221,1956.98,0.54259,0.3377,0.82803,0.91774,0.84383,0.91808,0.7223,0.84303,0.41853,0.88725,0.000144124,0.000144124,0.000144124
222,1965.56,0.52531,0.32103,0.82066,0.91142,0.86626,0.93761,0.71513,0.85432,0.41695,0.89103,0.000142388,0.000142388,0.000142388
223,1974.32,0.52414,0.32816,0.8231,0.90441,0.87005,0.94575,0.71323,0.85869,0.42701,0.89305,0.000140652,0.000140652,0.000140652
224,1982.81,0.53072,0.32772,0.8233,0.87402,0.8981,0.96164,0.72173,0.86326,0.42105,0.89503,0.000138917,0.000138917,0.000138917
225,1991.63,0.52173,0.32382,0.83246,0.92289,0.88893,0.95602,0.72808,0.85168,0.41362,0.89126,0.000137181,0.000137181,0.000137181
226,2000.28,0.51841,0.32104,0.82043,0.89813,0.89871,0.94825,0.72972,0.84592,0.41809,0.88954,0.000135445,0.000135445,0.000135445
227,2008.84,0.53538,0.3238,0.82716,0.84832,0.94396,0.95801,0.74129,0.85844,0.4278,0.88958,0.000133709,0.000133709,0.000133709
228,2017.61,0.53063,0.3267,0.82916,0.91128,0.87553,0.94411,0.72417,0.84448,0.41549,0.88748,0.000131973,0.000131973,0.000131973
229,2026.3,0.51695,0.32517,0.82573,0.88362,0.94837,0.97502,0.75602,0.84872,0.41485,0.8892,0.000130238,0.000130238,0.000130238
230,2035.25,0.52092,0.3223,0.82542,0.91539,0.91085,0.96325,0.74679,0.85749,0.41898,0.88915,0.000128502,0.000128502,0.000128502
231,2043.93,0.5211,0.3204,0.81719,0.91961,0.86803,0.9539,0.7325,0.85583,0.41706,0.88987,0.000126766,0.000126766,0.000126766
232,2052.78,0.52758,0.32294,0.81434,0.84118,0.92681,0.95473,0.73532,0.85508,0.41763,0.89052,0.00012503,0.00012503,0.00012503
233,2061.45,0.52383,0.3303,0.82026,0.92943,0.86263,0.94928,0.73595,0.85349,0.4184,0.88923,0.000123294,0.000123294,0.000123294
234,2070.1,0.51586,0.3156,0.81277,0.90132,0.87152,0.94585,0.72397,0.85786,0.4173,0.8924,0.000121559,0.000121559,0.000121559
235,2078.92,0.50806,0.31243,0.82512,0.90238,0.87832,0.94222,0.73978,0.8469,0.40571,0.89063,0.000119823,0.000119823,0.000119823
236,2087.48,0.53164,0.3281,0.8348,0.89993,0.87845,0.94252,0.72576,0.84868,0.40857,0.88797,0.000118087,0.000118087,0.000118087
237,2096.17,0.50005,0.31234,0.80817,0.90735,0.89443,0.93603,0.71969,0.85167,0.40838,0.88999,0.000116351,0.000116351,0.000116351
238,2104.98,0.52859,0.32504,0.82888,0.90981,0.89104,0.94257,0.71818,0.85206,0.41449,0.88943,0.000114615,0.000114615,0.000114615
239,2113.5,0.50451,0.32144,0.81639,0.92671,0.88552,0.95038,0.73998,0.84694,0.40965,0.88516,0.00011288,0.00011288,0.00011288
240,2122.21,0.50216,0.31404,0.81509,0.90086,0.89095,0.94047,0.73132,0.84706,0.41909,0.88612,0.000111144,0.000111144,0.000111144
241,2130.73,0.49951,0.30564,0.82137,0.86452,0.93342,0.93948,0.72687,0.84841,0.41756,0.88495,0.000109408,0.000109408,0.000109408
242,2139.52,0.48636,0.29825,0.8071,0.85298,0.91004,0.93336,0.72575,0.85068,0.40975,0.88718,0.000107672,0.000107672,0.000107672
243,2148.08,0.50607,0.31768,0.81552,0.86344,0.89043,0.93531,0.72535,0.85094,0.40745,0.88954,0.000105936,0.000105936,0.000105936
244,2156.8,0.50191,0.31179,0.80787,0.91035,0.85671,0.9379,0.72781,0.84969,0.40564,0.88892,0.000104201,0.000104201,0.000104201
245,2165.64,0.50833,0.30675,0.81445,0.90264,0.88426,0.95544,0.74686,0.85096,0.40136,0.88783,0.000102465,0.000102465,0.000102465
246,2174.24,0.50122,0.30689,0.82159,0.92178,0.84775,0.94421,0.74212,0.85153,0.40523,0.88885,0.000100729,0.000100729,0.000100729
247,2182.86,0.51571,0.31343,0.81823,0.93017,0.89396,0.95553,0.74774,0.85222,0.40225,0.88769,9.89932e-05,9.89932e-05,9.89932e-05
248,2191.36,0.50712,0.31826,0.82225,0.92146,0.89153,0.9555,0.74941,0.85744,0.41548,0.88982,9.72574e-05,9.72574e-05,9.72574e-05
249,2200.14,0.49916,0.31189,0.81821,0.92393,0.89266,0.94853,0.74487,0.84745,0.41335,0.88951,9.55216e-05,9.55216e-05,9.55216e-05
250,2208.7,0.49891,0.30274,0.81434,0.9249,0.88903,0.94299,0.73636,0.85089,0.41314,0.88992,9.37858e-05,9.37858e-05,9.37858e-05
251,2217.31,0.48683,0.29778,0.81942,0.86727,0.90249,0.93866,0.74524,0.83917,0.4095,0.88853,9.205e-05,9.205e-05,9.205e-05
252,2226.33,0.48781,0.30401,0.81874,0.92843,0.89309,0.94874,0.74435,0.83777,0.40903,0.89092,9.03142e-05,9.03142e-05,9.03142e-05
253,2234.9,0.50751,0.31886,0.82022,0.93562,0.88621,0.94269,0.74103,0.85044,0.41235,0.89306,8.85784e-05,8.85784e-05,8.85784e-05
254,2243.56,0.48379,0.3029,0.8179,0.92688,0.87774,0.9443,0.7428,0.85674,0.42639,0.89447,8.68426e-05,8.68426e-05,8.68426e-05
255,2252.12,0.47223,0.29395,0.81467,0.90505,0.86075,0.92887,0.7287,0.84863,0.4277,0.89183,8.51068e-05,8.51068e-05,8.51068e-05
256,2260.72,0.48024,0.30016,0.81535,0.9215,0.83068,0.92156,0.72448,0.84741,0.42251,0.8909,8.3371e-05,8.3371e-05,8.3371e-05
257,2269.42,0.497,0.31604,0.82253,0.88916,0.87618,0.93237,0.72613,0.85532,0.41268,0.88975,8.16352e-05,8.16352e-05,8.16352e-05
258,2278.14,0.4799,0.30164,0.80517,0.92478,0.874,0.94231,0.72984,0.86035,0.41724,0.89208,7.98994e-05,7.98994e-05,7.98994e-05
259,2286.95,0.48282,0.29739,0.81661,0.93838,0.87943,0.95057,0.74213,0.86266,0.41454,0.8931,7.81636e-05,7.81636e-05,7.81636e-05
260,2295.52,0.48435,0.30031,0.81809,0.89323,0.89897,0.9403,0.73604,0.85668,0.41179,0.89155,7.64278e-05,7.64278e-05,7.64278e-05
261,2304.09,0.47516,0.29156,0.80793,0.88086,0.90089,0.94061,0.73964,0.85283,0.40853,0.89235,7.4692e-05,7.4692e-05,7.4692e-05
262,2312.58,0.47198,0.29291,0.81452,0.93009,0.86053,0.93831,0.74746,0.84934,0.40532,0.8906,7.29562e-05,7.29562e-05,7.29562e-05
263,2321.28,0.48202,0.29535,0.80895,0.8881,0.90086,0.95036,0.75244,0.85373,0.3991,0.88997,7.12204e-05,7.12204e-05,7.12204e-05
264,2329.91,0.48195,0.29679,0.80342,0.89076,0.90057,0.94375,0.74945,0.84387,0.39774,0.88794,6.94846e-05,6.94846e-05,6.94846e-05
265,2338.56,0.47199,0.29188,0.80872,0.8899,0.89934,0.94093,0.74551,0.8446,0.40037,0.88772,6.77488e-05,6.77488e-05,6.77488e-05
266,2347.51,0.47836,0.29027,0.81268,0.89452,0.89301,0.93983,0.73932,0.84832,0.39548,0.89102,6.6013e-05,6.6013e-05,6.6013e-05
267,2356.14,0.46878,0.2931,0.81883,0.87234,0.9007,0.93663,0.7392,0.84899,0.3974,0.89226,6.42772e-05,6.42772e-05,6.42772e-05
268,2364.85,0.49264,0.30815,0.81922,0.87666,0.89948,0.93142,0.73298,0.85151,0.3998,0.89001,6.25414e-05,6.25414e-05,6.25414e-05
269,2373.56,0.48168,0.2958,0.81477,0.86232,0.93306,0.93328,0.73467,0.85224,0.40763,0.89003,6.08056e-05,6.08056e-05,6.08056e-05
270,2382.25,0.48427,0.29994,0.80761,0.87143,0.91702,0.93234,0.73677,0.84931,0.41124,0.88978,5.90698e-05,5.90698e-05,5.90698e-05
271,2390.87,0.48521,0.30062,0.81641,0.85907,0.88358,0.92952,0.73756,0.85092,0.40604,0.88944,5.7334e-05,5.7334e-05,5.7334e-05
272,2399.43,0.47029,0.30185,0.80881,0.92571,0.84637,0.93054,0.74062,0.84013,0.40271,0.88645,5.55982e-05,5.55982e-05,5.55982e-05
273,2408.3,0.47613,0.29025,0.81521,0.91884,0.84148,0.91559,0.72205,0.83864,0.40357,0.88724,5.38624e-05,5.38624e-05,5.38624e-05
274,2416.9,0.46548,0.29166,0.81735,0.92482,0.84882,0.92724,0.72847,0.84282,0.40674,0.89011,5.21266e-05,5.21266e-05,5.21266e-05
275,2425.54,0.47168,0.28944,0.81521,0.92408,0.8492,0.94102,0.74325,0.84309,0.40337,0.89078,5.03908e-05,5.03908e-05,5.03908e-05
276,2434.2,0.45591,0.28458,0.81949,0.85302,0.89765,0.93097,0.73567,0.84976,0.40758,0.89115,4.8655e-05,4.8655e-05,4.8655e-05
277,2442.86,0.48527,0.29789,0.8151,0.92146,0.84006,0.93053,0.73887,0.83995,0.40842,0.88943,4.69192e-05,4.69192e-05,4.69192e-05
278,2451.46,0.46655,0.28974,0.82432,0.92403,0.83859,0.92722,0.73391,0.83847,0.40965,0.88735,4.51834e-05,4.51834e-05,4.51834e-05
279,2459.99,0.46241,0.28613,0.81438,0.92523,0.83819,0.92402,0.73243,0.84549,0.41259,0.8888,4.34476e-05,4.34476e-05,4.34476e-05
280,2468.78,0.47105,0.2867,0.81197,0.91877,0.83924,0.92775,0.7317,0.84528,0.41028,0.88985,4.17118e-05,4.17118e-05,4.17118e-05
281,2477.37,0.47023,0.298,0.80731,0.92034,0.84674,0.93683,0.73123,0.84284,0.40523,0.88956,3.9976e-05,3.9976e-05,3.9976e-05
282,2486.02,0.44928,0.27561,0.81145,0.86118,0.93458,0.94579,0.73925,0.84665,0.3997,0.89084,3.82402e-05,3.82402e-05,3.82402e-05
283,2494.64,0.4552,0.29545,0.81418,0.92432,0.88854,0.95436,0.74703,0.84493,0.39728,0.88947,3.65044e-05,3.65044e-05,3.65044e-05
284,2503.37,0.46023,0.28385,0.81232,0.93426,0.88735,0.95504,0.74845,0.84342,0.39228,0.88678,3.47686e-05,3.47686e-05,3.47686e-05
285,2512.21,0.46361,0.28703,0.81522,0.92703,0.8897,0.95791,0.75277,0.84107,0.39193,0.88637,3.30328e-05,3.30328e-05,3.30328e-05
286,2520.9,0.47462,0.29522,0.823,0.94417,0.90329,0.96392,0.75196,0.84421,0.39354,0.88796,3.1297e-05,3.1297e-05,3.1297e-05
287,2529.65,0.48213,0.29126,0.8169,0.93813,0.87648,0.95579,0.74755,0.84592,0.3968,0.88858,2.95612e-05,2.95612e-05,2.95612e-05
288,2538.31,0.45954,0.28666,0.81213,0.93839,0.8742,0.95587,0.75218,0.85306,0.40284,0.88986,2.78254e-05,2.78254e-05,2.78254e-05
289,2546.97,0.45676,0.29269,0.80541,0.93892,0.87436,0.95606,0.75104,0.84921,0.40539,0.88888,2.60896e-05,2.60896e-05,2.60896e-05
290,2555.68,0.45541,0.2889,0.81545,0.93795,0.87648,0.95235,0.7469,0.85121,0.40184,0.88994,2.43538e-05,2.43538e-05,2.43538e-05
291,2603.49,0.4221,0.2555,0.79643,0.93803,0.88025,0.9437,0.74112,0.84947,0.40023,0.89075,2.2618e-05,2.2618e-05,2.2618e-05
292,2612.1,0.42764,0.25807,0.79129,0.93865,0.88223,0.943,0.73686,0.85467,0.3997,0.89193,2.08822e-05,2.08822e-05,2.08822e-05
293,2621.28,0.42024,0.25793,0.8002,0.93322,0.88541,0.94326,0.73417,0.85334,0.39791,0.89124,1.91464e-05,1.91464e-05,1.91464e-05
294,2630,0.40541,0.25852,0.79213,0.88041,0.89667,0.93681,0.73295,0.85069,0.39397,0.89138,1.74106e-05,1.74106e-05,1.74106e-05
295,2638.7,0.40649,0.24746,0.79265,0.87827,0.89643,0.93482,0.72745,0.84561,0.39844,0.88983,1.56748e-05,1.56748e-05,1.56748e-05
296,2647.87,0.41322,0.25351,0.80084,0.87816,0.8953,0.9419,0.73227,0.84789,0.39623,0.89033,1.3939e-05,1.3939e-05,1.3939e-05
297,2657.08,0.3968,0.25097,0.78962,0.87874,0.89595,0.94219,0.73133,0.8481,0.39702,0.89007,1.22032e-05,1.22032e-05,1.22032e-05
298,2665.74,0.42183,0.2561,0.80247,0.93029,0.84747,0.94056,0.72643,0.84734,0.39678,0.8893,1.04674e-05,1.04674e-05,1.04674e-05
299,2674.38,0.39413,0.2479,0.79502,0.87631,0.8988,0.94106,0.73095,0.84797,0.39714,0.88989,8.7316e-06,8.7316e-06,8.7316e-06
300,2683.54,0.39808,0.24832,0.80231,0.87792,0.89923,0.94483,0.73349,0.84757,0.39819,0.89026,6.9958e-06,6.9958e-06,6.9958e-06
