                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    105,                0.90291,                0.47217,                 0.9527,                  1.088,                0.47201,                0.95956,                 0.7894,                0.94923,                0.92943,                0.72324,                0.85525,                 0.3881,                0.91055,                0.95043,                0.33762,                0.90641,               0.006601,               0.006601,               0.006601
                    106,                0.90327,                0.47021,                0.94756,                 1.0908,                0.47535,                0.95391,                0.92435,                0.86035,                0.91906,                0.70702,                0.84697,                0.38542,                0.91231,                  0.944,                0.34351,                0.91076,               0.006568,               0.006568,               0.006568
                    107,                0.90552,                0.46529,                0.96092,                 1.0875,                 0.4674,                0.96737,                0.83808,                0.86788,                0.89936,                0.68422,                 0.8522,                0.37655,                0.91352,                0.94789,                0.34511,                0.91088,               0.006535,               0.006535,               0.006535
                    108,                0.90709,                0.46033,                0.94634,                 1.0884,                0.47266,                 0.9524,                0.83068,                0.85263,                0.89603,                0.67751,                 0.8545,                0.39065,                0.91394,                0.94631,                0.35341,                0.91202,               0.006502,               0.006502,               0.006502
                    109,                0.88071,                 0.4527,                0.94004,                 1.0628,                0.46185,                0.94532,                0.93018,                0.78531,                0.88458,                0.68036,                0.84938,                0.39291,                0.90737,                0.94548,                0.37594,                0.90523,               0.006469,               0.006469,               0.006469
                    110,                0.90488,                0.46596,                0.94959,                 1.0873,                0.46664,                0.95447,                0.77287,                  0.925,                0.89938,                0.69111,                0.85536,                0.38723,                0.90666,                0.94702,                0.34884,                0.90599,               0.006436,               0.006436,               0.006436
                    111,                    0.9,                 0.4664,                0.95625,                 1.0769,                0.47418,                0.96034,                0.82372,                0.89119,                0.90736,                0.69471,                0.85974,                0.39031,                0.90973,                0.95573,                0.35763,                0.91006,               0.006403,               0.006403,               0.006403
                    112,                0.89333,                0.45876,                0.94425,                 1.0857,                0.45394,                 0.9514,                 0.7554,                0.89804,                0.89308,                0.68695,                0.85655,                0.39424,                0.90947,                 0.9511,                0.36843,                0.90483,                0.00637,                0.00637,                0.00637
                    113,                0.88317,                0.45539,                0.94275,                 1.0665,                0.45874,                 0.9503,                0.89255,                0.81843,                0.88231,                0.68141,                0.85014,                0.39434,                0.90836,                0.94697,                0.37272,                0.90519,               0.006337,               0.006337,               0.006337
                    114,                0.88108,                0.45044,                0.93532,                 1.0747,                0.45337,                0.94511,                0.90493,                0.80585,                0.88294,                0.67748,                0.85428,                0.40082,                0.91077,                0.95428,                0.36418,                0.90707,               0.006304,               0.006304,               0.006304
                    115,                0.87285,                0.45386,                 0.9432,                 1.0608,                0.44736,                0.94777,                0.92134,                0.78866,                0.86652,                0.66151,                  0.852,                0.40262,                0.90943,                0.94708,                 0.3799,                 0.9027,               0.006271,               0.006271,               0.006271
                    116,                0.88781,                0.44776,                0.95116,                 1.0656,                0.43149,                 0.9543,                0.89337,                0.80627,                 0.8743,                0.66758,                0.85602,                0.39977,                0.90939,                0.95794,                0.37828,                0.90489,               0.006238,               0.006238,               0.006238
                    117,                0.88359,                0.45726,                0.94686,                 1.0652,                0.45516,                0.95012,                0.91854,                  0.811,                0.87507,                0.67828,                0.84967,                0.39818,                0.90607,                0.95251,                0.36744,                0.90397,               0.006205,               0.006205,               0.006205
                    118,                0.86966,                0.44846,                0.93685,                 1.0569,                0.44447,                0.94455,                0.82001,                0.84016,                0.88788,                 0.6808,                0.84592,                0.39171,                0.90221,                0.95272,                0.36183,                0.90275,               0.006172,               0.006172,               0.006172
                    119,                0.87321,                0.44579,                0.94664,                  1.055,                0.44809,                0.95587,                 0.8218,                0.81181,                0.87764,                0.67858,                0.84912,                0.40011,                0.90383,                0.95391,                0.37129,                0.90134,               0.006139,               0.006139,               0.006139
                    120,                0.87465,                0.45259,                0.94298,                 1.0532,                0.45222,                 0.9481,                 0.9082,                0.78602,                0.87181,                0.67672,                0.84592,                 0.3979,                0.90487,                 0.9477,                0.37173,                0.90378,               0.006106,               0.006106,               0.006106
                    121,                0.86449,                0.44831,                0.92887,                 1.0526,                0.46034,                 0.9357,                0.94962,                 0.8315,                0.89421,                0.69345,                0.84582,                0.39014,                0.90409,                0.93868,                0.36738,                0.90348,               0.006073,               0.006073,               0.006073
                    122,                0.86531,                0.44311,                0.93704,                 1.0483,                0.46203,                0.94342,                0.95219,                0.81615,                0.89841,                0.69253,                  0.844,                0.39777,                0.90319,                0.94139,                0.37697,                0.90416,                0.00604,                0.00604,                0.00604
                    123,                 0.8758,                0.45277,                0.93908,                 1.0635,                0.47264,                0.94869,                0.93829,                0.84364,                0.89252,                0.69241,                0.83858,                0.38753,                0.90243,                0.93895,                0.36982,                0.90206,               0.006007,               0.006007,               0.006007
                    124,                 0.8724,                0.45078,                0.94235,                  1.053,                0.46015,                 0.9492,                0.93621,                0.85252,                0.89215,                0.68723,                0.84266,                0.38669,                0.90374,                0.93912,                0.36416,                0.89997,               0.005974,               0.005974,               0.005974
                    125,                0.87729,                0.45053,                0.93826,                 1.0635,                0.44609,                0.94414,                0.93774,                0.84229,                0.90187,                 0.6935,                0.83885,                0.39083,                 0.9026,                0.93245,                0.35366,                 0.8979,               0.005941,               0.005941,               0.005941
