timestamp,latitud,longitud,velocidad,clase,probabilidad,sonido,tiempoInferencia
1739887581578,-17.3733167,-66.1491331,28.460093,prohibido-girar-izquierda,0.56396484,0,616
1739887582274,-17.3733167,-66.1491331,28.460093,prohibido-girar-izquierda,0.9082031,1,626
1739887582823,-17.3733167,-66.1491331,28.460093,prohibido-girar-izquierda,0.9379883,1,608
1739887583448,-17.3733167,-66.1491331,28.460093,prohibido-girar-izquierda,0.9370117,1,618
1739887584060,-17.3733167,-66.1491331,28.460093,prohibido-girar-izquierda,0.9375,1,608
1739887584685,-17.3733167,-66.1491331,28.460093,prohibido-girar-izquierda,0.93652344,1,618
1739887585292,-17.373324,-66.1493118,3.2270913,prohibido-girar-izquierda,0.6513672,0,601
1739887585930,-17.373324,-66.1493118,3.2270913,prohibido-girar-izquierda,0.8642578,1,632
1739887586552,-17.373324,-66.1493118,3.2270913,prohibido-girar-izquierda,0.7548828,1,615
1739887587181,-17.3733212,-66.149294,1.4486938,prohibido-girar-izquierda,0.7578125,1,624
1739887587808,-17.3733212,-66.149294,1.4486938,prohibido-girar-izquierda,0.78125,1,622
1739887588422,-17.3733212,-66.149294,1.4486938,prohibido-girar-izquierda,0.79052734,1,609
1739887589046,-17.3733212,-66.149294,1.4486938,prohibido-girar-izquierda,0.8520508,1,618
1739887589669,-17.3733212,-66.149294,1.4486938,prohibido-girar-izquierda,0.78515625,1,617
1739887590284,-17.3733318,-66.1493045,1.9727235,prohibido-girar-izquierda,0.77197266,1,610
1739887590897,-17.3733318,-66.1493045,1.9727235,prohibido-girar-izquierda,0.82666016,1,605
1739887591563,-17.3733318,-66.1493045,1.9727235,prohibido-girar-izquierda,0.81152344,1,618
1739887592176,-17.3733318,-66.1493045,1.9727235,prohibido-girar-izquierda,0.8222656,1,649
1739887592797,-17.3733318,-66.1493045,1.9727235,prohibido-girar-izquierda,0.79589844,1,616
1739887593417,-17.3733459,-66.1493296,0.73261493,prohibido-girar-izquierda,0.796875,1,616
1739887594033,-17.3733459,-66.1493296,0.73261493,prohibido-girar-izquierda,0.73876953,1,612
1739887594664,-17.3733459,-66.1493296,0.73261493,prohibido-girar-izquierda,0.8232422,1,625
1739887595290,-17.3733459,-66.1493296,0.73261493,prohibido-girar-izquierda,0.77978516,1,622
1739887595920,-17.3733264,-66.1493369,2.1397424,prohibido-girar-izquierda,0.8256836,1,625
1739887596535,-17.3733264,-66.1493369,2.1397424,prohibido-girar-izquierda,0.8417969,1,610
1739887597170,-17.3733264,-66.1493369,2.1397424,prohibido-girar-izquierda,0.8540039,1,628
1739887597780,-17.3733264,-66.1493369,2.1397424,prohibido-girar-izquierda,0.80908203,1,605
1739887598413,-17.3733264,-66.1493369,2.1397424,prohibido-girar-izquierda,0.78808594,1,629
1739887599028,-17.3733264,-66.1493369,2.1397424,prohibido-girar-izquierda,0.87060547,1,609
1739887599648,-17.3733264,-66.1493369,2.1397424,prohibido-girar-izquierda,0.7944336,1,614
1739887600279,-17.3733177,-66.1493499,1.8851736,prohibido-girar-izquierda,0.85009766,1,625
1739887600930,-17.3733177,-66.1493499,1.8851736,prohibido-girar-izquierda,0.7636719,1,606
1739887601526,-17.3733177,-66.1493499,1.8851736,prohibido-girar-izquierda,0.77197266,1,633
1739887602149,-17.3733061,-66.1493422,2.6234565,prohibido-girar-izquierda,0.8310547,1,617
1739887602774,-17.3733061,-66.1493422,2.6234565,prohibido-girar-izquierda,0.81152344,1,619
1739887603394,-17.3733061,-66.1493422,2.6234565,prohibido-girar-izquierda,0.8173828,1,614
1739887604021,-17.3733061,-66.1493422,2.6234565,prohibido-girar-izquierda,0.79052734,1,621
1739887604639,-17.3733061,-66.1493422,2.6234565,prohibido-girar-izquierda,0.86865234,1,613
1739887605257,-17.3733003,-66.1493415,0.8774729,prohibido-girar-izquierda,0.8222656,1,614
1739887605875,-17.3733003,-66.1493415,0.8774729,prohibido-girar-izquierda,0.8066406,1,614
1739887606492,-17.3733003,-66.1493415,0.8774729,prohibido-girar-izquierda,0.8222656,1,612
1739887607115,-17.3733003,-66.1493415,0.8774729,prohibido-girar-izquierda,0.8652344,1,616
1739887607723,-17.3733003,-66.1493415,0.8774729,prohibido-girar-izquierda,0.8154297,1,604
1739887608343,-17.3732942,-66.1493437,0.84919226,prohibido-girar-izquierda,0.8540039,1,614
1739887608958,-17.3732942,-66.1493437,0.84919226,prohibido-girar-izquierda,0.85595703,1,610
1739887609568,-17.3732942,-66.1493437,0.84919226,prohibido-girar-izquierda,0.8520508,1,607
1739887610226,-17.3732942,-66.1493437,0.84919226,prohibido-girar-izquierda,0.86328125,1,613
1739887610816,-17.3732942,-66.1493437,0.84919226,prohibido-girar-izquierda,0.83447266,1,625
1739887611432,-17.3733013,-66.1493505,1.1329336,prohibido-girar-izquierda,0.86328125,1,611
1739887612049,-17.3733013,-66.1493505,1.1329336,prohibido-girar-izquierda,0.83447266,1,611
1739887612661,-17.3733013,-66.1493505,1.1329336,prohibido-girar-izquierda,0.7578125,1,605
1739887613277,-17.3733013,-66.1493505,1.1329336,prohibido-girar-izquierda,0.7089844,1,611
1739887615146,-17.3732934,-66.1493552,1.0744864,prohibido-girar-izquierda,0.34521484,0,623
1739887617617,-17.3732934,-66.1493552,1.0744864,prohibido-girar-izquierda,0.40161133,0,616
1739887618237,-17.3733077,-66.149346,0.83048815,prohibido-girar-izquierda,0.3647461,0,616
1739887619470,-17.3733077,-66.149346,0.83048815,prohibido-girar-izquierda,0.6977539,0,622
1739887699097,-17.3732836,-66.1537443,23.409513,prohibido-girar-derecha,0.30981445,0,618
1739887699730,-17.3732836,-66.1537443,23.409513,prohibido-girar-izquierda,0.62597656,0,630
1739887700398,-17.3732836,-66.1537443,23.409513,prohibido-girar-izquierda,0.75634766,1,619
1739887702851,-17.3734785,-66.153759,29.08504,prohibido-girar-derecha,0.57177734,0,609
1739887702853,-17.3734785,-66.153759,29.08504,limite-velocidad-20,0.32421875,0,609
1739887703487,-17.3734785,-66.153759,29.08504,prohibido-girar-izquierda,0.6669922,0,630
1739887704117,-17.3734785,-66.153759,29.08504,prohibido-girar-izquierda,0.9555664,1,623
1739887704738,-17.3734785,-66.153759,29.08504,prohibido-girar-izquierda,0.9536133,1,616
1739887708477,-17.3739672,-66.1537965,24.227327,pare,0.6020508,0,634
1739887769434,-17.3738364,-66.1558041,0.45010874,pare,0.6621094,0,613
1739887770049,-17.3738229,-66.1558044,0.27218813,pare,0.54296875,0,610
1739887781224,-17.3732133,-66.1557022,0.32560277,limite-velocidad-20,0.48632812,0,618
1739887845107,-17.3731328,-66.1553451,3.9692252,prohibido-girar-izquierda,0.60595703,0,618
1739887845723,-17.3731328,-66.1553451,3.9692252,prohibido-girar-izquierda,0.5488281,0,610
1739887848250,-17.373137,-66.1552951,12.647679,prohibido-girar-izquierda,0.31396484,0,638
1739887848907,-17.373096,-66.1551892,10.089658,prohibido-girar-izquierda,0.5410156,0,654
1739887849556,-17.373096,-66.1551892,10.089658,prohibido-girar-izquierda,0.44750977,0,640
1739887862005,-17.3730607,-66.1549086,8.869436,prohibido-girar-izquierda,0.40356445,0,618
1739887863243,-17.3730607,-66.1549086,8.869436,prohibido-girar-izquierda,0.46484375,0,609
1739887863913,-17.3730565,-66.154791,11.234927,prohibido-girar-izquierda,0.9511719,1,617
1739887864499,-17.3730565,-66.154791,11.234927,prohibido-girar-izquierda,0.73095703,1,627
1739887865122,-17.3730565,-66.154791,11.234927,prohibido-girar-izquierda,0.7504883,1,618
