timestamp,latitud,longitud,velocidad,clase,probabilidad,sonido,tiempoInferencia
1739887396511,-17.3771776,-66.1424226,29.993519,prohibido-girar-izquierda,0.6669922,0,611
1739887397146,-17.3771776,-66.1424226,29.993519,prohibido-girar-izquierda,0.8256836,1,629
1739887408315,-17.3759762,-66.1426205,42.27047,zona-escolar,0.42260742,0,611
1739887408922,-17.3759762,-66.1426205,42.27047,zona-escolar,0.42822266,0,604
1739887410224,-17.3757028,-66.1426789,33.093475,zona-escolar,0.81640625,1,648
1739887410808,-17.3757028,-66.1426789,33.093475,zona-escolar,0.8964844,1,608
1739887411416,-17.3757028,-66.1426789,33.093475,zona-escolar,0.8857422,1,602
1739887412030,-17.3757028,-66.1426789,33.093475,prohibido-girar-izquierda,0.95996094,1,609
1739887412033,-17.3757028,-66.1426789,33.093475,zona-escolar,0.89404297,1,609
1739887412647,-17.3757028,-66.1426789,33.093475,prohibido-girar-izquierda,0.95166016,1,612
1739887412651,-17.3757028,-66.1426789,33.093475,zona-escolar,0.91552734,1,612
1739887413270,-17.3755194,-66.1426871,21.054081,zona-escolar,0.9291992,1,617
1739887413914,-17.3755194,-66.1426871,21.054081,zona-escolar,0.9111328,1,636
1739887413916,-17.3755194,-66.1426871,21.054081,zona-escolar,0.3557129,0,636
1739887414528,-17.3755194,-66.1426871,21.054081,zona-escolar,0.9321289,1,608
1739887414530,-17.3755194,-66.1426871,21.054081,zona-escolar,0.8911133,1,608
1739887415147,-17.3755194,-66.1426871,21.054081,zona-escolar,0.95751953,1,613
1739887415149,-17.3755194,-66.1426871,21.054081,zona-escolar,0.85595703,1,613
1739887415759,-17.3755194,-66.1426871,21.054081,zona-escolar,0.72021484,1,607
1739887416373,-17.3753556,-66.1426775,18.635746,zona-escolar,0.87646484,1,609
1739887416977,-17.3753556,-66.1426775,18.635746,zona-escolar,0.87402344,1,598
1739887417634,-17.3753556,-66.1426775,18.635746,zona-escolar,0.87060547,1,653
1739887418268,-17.3753556,-66.1426775,18.635746,zona-escolar,0.90478516,1,630
1739887418958,-17.3751777,-66.1426918,19.935358,zona-escolar,0.92285156,1,686
1739887419707,-17.3751777,-66.1426918,19.935358,zona-escolar,0.9345703,1,644
1739887420240,-17.3751777,-66.1426918,19.935358,zona-escolar,0.9404297,1,626
1739887432794,-17.3747694,-66.1427436,6.75373,prohibido-girar-derecha,0.46289062,0,610
1739887445837,-17.3737744,-66.1426574,27.618834,paso-peatonal,0.3173828,0,614
1739887473789,-17.3736733,-66.1435808,20.994686,prohibido-girar-izquierda,0.33642578,0,613
1739887474417,-17.3736733,-66.1435808,20.994686,prohibido-girar-izquierda,0.49609375,0,622
1739887475740,-17.3736733,-66.1435808,20.994686,prohibido-girar-izquierda,0.8041992,1,643
1739887480656,-17.3735986,-66.1437812,4.730203,prohibido-girar-izquierda,0.62597656,0,629
1739887481268,-17.3735986,-66.1437812,4.730203,prohibido-girar-izquierda,0.9526367,1,607
1739887481881,-17.3735986,-66.1437812,4.730203,prohibido-girar-izquierda,0.94873047,1,609
