timestamp,latitud,longitud,velocidad,clase,probabilidad,sonido,tiempoInferencia
1739860405126,-17.431324,-66.1594804,0.49090058,limite-velocidad-20,0.6459961,0,536
1739860430526,-17.4313281,-66.1594678,0.064007625,prohibido-girar-izquierda,0.5332031,0,600
1739860455513,-17.4313317,-66.1594712,0.011012167,prohibido-girar-izquierda,0.69091797,0,607
1739860465496,-17.4313334,-66.1594728,0.09721307,prohibido-girar-izquierda,0.5332031,0,609
1739860469978,-17.4313338,-66.1594731,0.052387685,prohibido-girar-izquierda,0.90966797,1,621
1739860480637,-17.4313346,-66.159474,0.0824829,prohibido-girar-izquierda,0.61328125,0,611
1739860481863,-17.4313346,-66.159474,0.0824829,prohibido-girar-izquierda,0.59814453,0,596
1739860496943,-17.4313359,-66.1594748,0.046239324,prohibido-girar-izquierda,0.73095703,1,612
1739860497542,-17.4313359,-66.1594748,0.046239324,prohibido-girar-izquierda,0.92529297,1,626
1739860498185,-17.4313359,-66.1594748,0.00746832,prohibido-girar-izquierda,0.9086914,1,634
1739860498806,-17.4313359,-66.1594748,0.00746832,prohibido-girar-izquierda,0.6386719,0,609
1739860499434,-17.4313359,-66.1594748,0.00746832,prohibido-girar-izquierda,0.9213867,1,609
1739860501333,-17.4313361,-66.1594751,0.04028977,prohibido-girar-izquierda,0.6425781,0,623
1739860505826,-17.4313361,-66.1594751,0.006338341,prohibido-girar-izquierda,0.70751953,1,609
1739860510793,-17.4313366,-66.1594749,0.0434853,prohibido-girar-izquierda,0.58154297,0,615
1739860515181,-17.4313367,-66.1594746,0.041504893,pare,0.64404297,0,615
1739860515804,-17.4313367,-66.1594746,0.041504893,pare,0.6352539,0,612
