timestamp,latitud,longitud,velocidad,clase,probabilidad,sonido,tiempoInferencia
1739860028780,-17.4313201,-66.1594451,1.2257719,prohibido-girar-izquierda,0.7089844,1,537
1739860029192,-17.4313306,-66.1594242,1.9276369,prohibido-girar-izquierda,0.75634766,1,550
1739860032479,-17.4313311,-66.1594256,0.1720617,prohibido-girar-izquierda,0.81396484,1,534
1739860044040,-17.4313411,-66.1594611,1.5492363,pare,0.5756836,0,548
1739860044652,-17.4313411,-66.1594611,1.5492363,pare,0.91308594,1,536
1739860045174,-17.4313411,-66.1594611,1.5492363,pare,0.9433594,1,551
1739860045729,-17.4313411,-66.1594611,1.5492363,pare,0.93847656,1,540
1739860046281,-17.4313411,-66.1594611,1.5492363,pare,0.9355469,1,537
1739860046818,-17.4313411,-66.1594611,1.5492363,pare,0.91845703,1,524
1739860049569,-17.4313453,-66.15946,0.53637564,prohibido-girar-izquierda,0.68603516,0,538
1739860050130,-17.4313458,-66.1594547,0.6052776,prohibido-girar-izquierda,0.8857422,1,544
1739860050673,-17.4313458,-66.1594547,0.6052776,prohibido-girar-izquierda,0.93652344,1,528
1739860051221,-17.4313458,-66.1594547,0.6052776,prohibido-girar-izquierda,0.88964844,1,535
1739860051772,-17.4313458,-66.1594547,0.6052776,prohibido-girar-izquierda,0.91308594,1,538
1739860052322,-17.4313458,-66.1594547,0.6052776,prohibido-girar-izquierda,0.92529297,1,537
1739860052873,-17.4313458,-66.1594547,0.6052776,prohibido-girar-izquierda,0.94433594,1,536
1739860053445,-17.4313446,-66.1594632,0.9212273,prohibido-girar-izquierda,0.94091797,1,548
1739860054032,-17.4313446,-66.1594632,0.9212273,prohibido-girar-izquierda,0.8774414,1,533
1739860054554,-17.4313446,-66.1594632,0.9212273,limite-velocidad-40,0.77978516,1,546
1739860055098,-17.4313446,-66.1594632,0.9212273,prohibido-girar-izquierda,0.796875,1,531
1739860055648,-17.4313446,-66.1594632,0.9212273,limite-velocidad-40,0.9086914,1,539
1739860056193,-17.4313448,-66.1594644,0.24418402,limite-velocidad-40,0.921875,1,535
1739860056743,-17.4313448,-66.1594644,0.24418402,limite-velocidad-40,0.85791016,1,537
1739860057296,-17.4313448,-66.1594644,0.24418402,limite-velocidad-40,0.51953125,0,532
1739860057851,-17.4313448,-66.1594644,0.24418402,limite-velocidad-40,0.8510742,1,541
1739860058401,-17.4313448,-66.1594644,0.24418402,limite-velocidad-40,0.5830078,0,536
1739860058953,-17.4313456,-66.1594646,0.11115294,limite-velocidad-40,0.87841797,1,541
1739860059502,-17.4313456,-66.1594646,0.11115294,limite-velocidad-40,0.68603516,0,534
1739860060051,-17.4313456,-66.1594646,0.11115294,limite-velocidad-40,0.82666016,1,540
1739860060598,-17.4313456,-66.1594646,0.11115294,limite-velocidad-40,0.89990234,1,531
1739860061704,-17.4313456,-66.1594646,0.11115294,limite-velocidad-40,0.8354492,1,542
1739860062253,-17.4313456,-66.1594649,0.039573133,limite-velocidad-40,0.81396484,1,537
1739860063390,-17.4313456,-66.1594649,0.039573133,limite-velocidad-40,0.71240234,1,536
1739860189664,-17.4313435,-66.1594736,0.037450623,prohibido-girar-izquierda,0.6113281,0,602
1739860190285,-17.4313435,-66.1594736,0.037450623,prohibido-girar-izquierda,0.5600586,0,604
