epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,696.496,1.21858,0.8069,1.1087,0.75808,0.66706,0.74348,0.53085,1.01125,0.66308,1.007,0.009604,0.009604,0.009604
14,745.712,1.21254,0.80949,1.11547,0.73677,0.71404,0.76167,0.53858,1.02229,0.64905,0.99807,0.009571,0.009571,0.009571
15,794.59,1.20535,0.79541,1.10496,0.74123,0.73715,0.76258,0.55441,0.95663,0.61972,0.9733,0.009538,0.009538,0.009538
16,844.095,1.19615,0.775,1.09362,0.75116,0.6849,0.7716,0.55905,0.99441,0.62708,0.97429,0.009505,0.009505,0.009505
17,893.3,1.21022,0.76465,1.10035,0.80508,0.71451,0.78257,0.57153,0.94651,0.63114,0.95863,0.009472,0.009472,0.009472
18,942.748,1.17647,0.73178,1.09828,0.7695,0.69001,0.7491,0.53679,0.96361,0.66384,0.97411,0.009439,0.009439,0.009439
19,991.922,1.1979,0.74057,1.09994,0.8564,0.7268,0.7819,0.5643,0.94034,0.59151,0.9536,0.009406,0.009406,0.009406
20,1041.52,1.16804,0.71982,1.08429,0.70236,0.69691,0.74571,0.54281,0.93914,0.59321,0.9555,0.009373,0.009373,0.009373
21,1091.04,1.1638,0.71274,1.07212,0.82727,0.73573,0.79589,0.60663,0.9358,0.61201,0.95797,0.00934,0.00934,0.00934
22,1140.38,1.15318,0.69071,1.08119,0.78838,0.75668,0.83266,0.60811,0.93926,0.54825,0.96079,0.009307,0.009307,0.009307
23,1189.89,1.14252,0.67543,1.07473,0.87071,0.77856,0.82481,0.61453,0.9463,0.52267,0.95433,0.009274,0.009274,0.009274
24,1239.16,1.14092,0.66604,1.07605,0.74097,0.71425,0.80385,0.59575,0.9257,0.60494,0.95118,0.009241,0.009241,0.009241
25,1288.97,1.15192,0.67612,1.07945,0.90364,0.75925,0.8506,0.63876,0.95403,0.51854,0.96256,0.009208,0.009208,0.009208
26,1338.62,1.12766,0.65121,1.0644,0.77977,0.78606,0.83316,0.59976,0.95603,0.53857,0.94906,0.009175,0.009175,0.009175
27,1388.51,1.12489,0.65268,1.07005,0.83499,0.7669,0.84719,0.64068,0.92871,0.53525,0.94972,0.009142,0.009142,0.009142
28,1438.39,1.11847,0.64581,1.06151,0.90963,0.7609,0.85084,0.61894,0.96674,0.51989,0.96982,0.009109,0.009109,0.009109
29,1488.49,1.13007,0.65938,1.07136,0.87402,0.75331,0.8613,0.62702,0.93385,0.54039,0.94605,0.009076,0.009076,0.009076
30,1538.21,1.11564,0.64936,1.07441,0.75526,0.84415,0.85425,0.61452,0.92045,0.52019,0.95254,0.009043,0.009043,0.009043
31,1588.43,1.09847,0.62538,1.05266,0.85557,0.72335,0.79781,0.59367,0.89476,0.53027,0.93489,0.00901,0.00901,0.00901
32,1637.95,1.08998,0.63295,1.05464,0.77886,0.7933,0.81052,0.61716,0.91542,0.51375,0.94797,0.008977,0.008977,0.008977
33,1687.66,1.09148,0.61651,1.05513,0.84942,0.76187,0.84547,0.6403,0.92036,0.49246,0.95961,0.008944,0.008944,0.008944
34,1736.93,1.09244,0.62275,1.05413,0.91195,0.75048,0.84272,0.6404,0.90094,0.47923,0.94157,0.008911,0.008911,0.008911
35,1786.88,1.09534,0.61762,1.05568,0.75736,0.80612,0.81278,0.61808,0.9297,0.51545,0.95291,0.008878,0.008878,0.008878
36,1836.42,1.09571,0.60912,1.0505,0.881,0.76188,0.83846,0.63589,0.8853,0.50167,0.93826,0.008845,0.008845,0.008845
37,1886.43,1.09465,0.60593,1.05206,0.86396,0.7748,0.85626,0.636,0.94059,0.52031,0.95541,0.008812,0.008812,0.008812
38,1936.1,1.07618,0.60506,1.05066,0.863,0.73402,0.80881,0.61592,0.91022,0.50339,0.94462,0.008779,0.008779,0.008779
39,1986.76,1.07112,0.59621,1.04632,0.88527,0.76667,0.82833,0.61567,0.89318,0.46486,0.94059,0.008746,0.008746,0.008746
40,2036.44,1.07531,0.5871,1.04851,0.88686,0.7284,0.82637,0.63891,0.88151,0.50019,0.93729,0.008713,0.008713,0.008713
41,2086.27,1.0724,0.59367,1.04545,0.81533,0.87832,0.85823,0.63342,0.96261,0.49023,0.97502,0.00868,0.00868,0.00868
42,2135.85,1.06035,0.58405,1.04411,0.81732,0.81144,0.84562,0.64489,0.89833,0.47814,0.94535,0.008647,0.008647,0.008647
43,2185.83,1.04738,0.57425,1.03169,0.89887,0.74743,0.86311,0.65191,0.89953,0.46196,0.94361,0.008614,0.008614,0.008614
44,2236.33,1.02888,0.56596,1.03999,0.90501,0.75639,0.84923,0.64554,0.89018,0.45018,0.92769,0.008581,0.008581,0.008581
45,2286.41,1.06517,0.58268,1.04409,0.89801,0.82788,0.90417,0.66022,0.9031,0.45161,0.93871,0.008548,0.008548,0.008548
46,2336.17,1.03679,0.55843,1.02707,0.89516,0.81666,0.87002,0.65203,0.87604,0.4529,0.93321,0.008515,0.008515,0.008515
47,2385.67,1.04609,0.55627,1.03681,0.78799,0.84435,0.86839,0.66263,0.88055,0.45613,0.93951,0.008482,0.008482,0.008482
48,2435.11,1.04464,0.5641,1.03659,0.89062,0.75501,0.84571,0.64981,0.88551,0.46271,0.93954,0.008449,0.008449,0.008449
49,2484.29,1.04505,0.55592,1.04326,0.82018,0.85101,0.88115,0.65444,0.86951,0.47545,0.92984,0.008416,0.008416,0.008416
50,2533.68,1.0307,0.54574,1.02959,0.77694,0.84073,0.87309,0.66737,0.86688,0.44329,0.93183,0.008383,0.008383,0.008383
51,2583.47,1.03241,0.55361,1.02632,0.91357,0.80627,0.86056,0.66087,0.86082,0.4311,0.92292,0.00835,0.00835,0.00835
52,2632.82,1.03447,0.55535,1.0292,0.75222,0.87504,0.86509,0.66004,0.84805,0.4391,0.922,0.008317,0.008317,0.008317
53,2682.54,1.03263,0.55974,1.03616,0.88191,0.83625,0.86018,0.66393,0.88713,0.47502,0.93552,0.008284,0.008284,0.008284
54,2733.11,1.01678,0.54695,1.01123,0.80017,0.85567,0.88656,0.66487,0.87031,0.43895,0.92846,0.008251,0.008251,0.008251
55,2784.46,1.03273,0.55133,1.02429,0.83658,0.81558,0.87933,0.65563,0.85954,0.4537,0.92582,0.008218,0.008218,0.008218
56,2835.12,1.00631,0.54339,1.01544,0.80676,0.92862,0.91955,0.65401,0.87847,0.46597,0.92983,0.008185,0.008185,0.008185
57,2885.91,1.02037,0.54144,1.02064,0.75818,0.81723,0.87315,0.64699,0.86081,0.44676,0.92455,0.008152,0.008152,0.008152
58,2935.9,1.01885,0.53596,1.02483,0.78862,0.82174,0.8606,0.6377,0.879,0.44751,0.93191,0.008119,0.008119,0.008119
59,2985.97,1.02051,0.54567,1.02935,0.84011,0.82786,0.88576,0.66291,0.85705,0.44796,0.92618,0.008086,0.008086,0.008086
60,3035.67,1.0084,0.53104,1.02072,0.90049,0.78103,0.87319,0.66273,0.88729,0.45552,0.93485,0.008053,0.008053,0.008053
61,3085.68,0.98567,0.5206,1.01085,0.82202,0.8388,0.87087,0.65841,0.86035,0.45742,0.9268,0.00802,0.00802,0.00802
62,3135.08,0.99758,0.53033,1.01106,0.82593,0.88808,0.91133,0.66152,0.86451,0.42813,0.92645,0.007987,0.007987,0.007987
63,3187.3,0.99927,0.52912,1.00565,0.84358,0.82215,0.88066,0.6702,0.86532,0.46249,0.92275,0.007954,0.007954,0.007954
64,3236.71,1.01213,0.53386,1.01651,0.91959,0.77725,0.87536,0.66251,0.86346,0.44673,0.92703,0.007921,0.007921,0.007921
65,3286.17,1.00503,0.52523,1.0228,0.91494,0.81042,0.88955,0.67719,0.87501,0.4373,0.93126,0.007888,0.007888,0.007888
66,3337.99,1.00448,0.53164,1.01304,0.90817,0.87654,0.92642,0.68902,0.83232,0.41786,0.91711,0.007855,0.007855,0.007855
67,3388.24,0.9976,0.5228,1.01549,0.81415,0.9126,0.90693,0.69067,0.87464,0.43902,0.94529,0.007822,0.007822,0.007822
68,3438.5,0.99389,0.52389,1.00934,0.80251,0.91916,0.9106,0.69795,0.8403,0.44552,0.91676,0.007789,0.007789,0.007789
69,3488.12,0.98905,0.53183,1.01455,0.94066,0.81761,0.89955,0.69107,0.8505,0.42916,0.92562,0.007756,0.007756,0.007756
70,3537.92,0.99492,0.5223,1.01433,0.88724,0.8765,0.92756,0.68081,0.86963,0.45481,0.92881,0.007723,0.007723,0.007723
71,3587.91,0.99807,0.51942,1.01138,0.73316,0.919,0.92864,0.67967,0.83372,0.45102,0.91846,0.00769,0.00769,0.00769
72,3639.27,0.9833,0.50923,1.00953,0.87637,0.91915,0.94457,0.71153,0.83626,0.44934,0.91326,0.007657,0.007657,0.007657
73,3694.82,0.97887,0.50341,1.00018,0.86046,0.87617,0.94361,0.70377,0.83585,0.42897,0.91799,0.007624,0.007624,0.007624
74,3744.51,0.96136,0.51094,1.00726,0.83158,0.89123,0.89693,0.69296,0.82868,0.42624,0.91015,0.007591,0.007591,0.007591
75,3794.64,0.97361,0.50333,1.00589,0.86739,0.87215,0.92749,0.7044,0.83352,0.43056,0.91456,0.007558,0.007558,0.007558
76,3844.5,0.97943,0.51214,1.01103,0.87905,0.83217,0.90587,0.6906,0.83347,0.42275,0.91535,0.007525,0.007525,0.007525
77,3893.96,0.972,0.50362,1.00453,0.74934,0.88624,0.87539,0.66634,0.83226,0.42129,0.91377,0.007492,0.007492,0.007492
78,3944.63,0.96637,0.50959,1.00004,0.8736,0.87286,0.8988,0.68994,0.83018,0.41793,0.9142,0.007459,0.007459,0.007459
79,3994.32,0.96987,0.50118,1.0059,0.86756,0.86111,0.91065,0.69381,0.84776,0.42139,0.91971,0.007426,0.007426,0.007426
80,4043.82,0.9663,0.5094,1.00569,0.88586,0.88121,0.91789,0.68099,0.85603,0.41339,0.92787,0.007393,0.007393,0.007393
81,4093.13,0.95629,0.49436,0.9998,0.81779,0.9287,0.9102,0.70035,0.84748,0.41774,0.92122,0.00736,0.00736,0.00736
82,4142.6,0.95153,0.49559,0.99482,0.82572,0.93812,0.89922,0.67663,0.83891,0.42719,0.91772,0.007327,0.007327,0.007327
83,4191.98,0.95039,0.48393,0.99896,0.83455,0.91967,0.93134,0.69163,0.83092,0.41321,0.91383,0.007294,0.007294,0.007294
84,4241.08,0.95761,0.48772,0.99462,0.83661,0.9412,0.89431,0.6859,0.81944,0.4014,0.9154,0.007261,0.007261,0.007261
85,4290.74,0.94132,0.49068,0.98834,0.80628,0.86897,0.90412,0.69493,0.84489,0.40845,0.91613,0.007228,0.007228,0.007228
86,4340.66,0.94087,0.48556,0.99252,0.91211,0.80699,0.87464,0.67991,0.84361,0.40285,0.92414,0.007195,0.007195,0.007195
87,4390.47,0.95218,0.49182,0.99188,0.84816,0.93096,0.94083,0.6925,0.84218,0.40596,0.91874,0.007162,0.007162,0.007162
88,4439.95,0.94018,0.48462,0.9904,0.83287,0.89162,0.93327,0.71602,0.82561,0.40625,0.91289,0.007129,0.007129,0.007129
89,4489.83,0.95558,0.49501,0.99447,0.94834,0.85063,0.95284,0.71356,0.84255,0.41123,0.91429,0.007096,0.007096,0.007096
90,4539.53,0.94372,0.48895,0.99441,0.95289,0.81405,0.93526,0.7051,0.84763,0.40319,0.91412,0.007063,0.007063,0.007063
91,4589.44,0.94334,0.47851,0.99648,0.87485,0.92449,0.927,0.70772,0.83287,0.41446,0.90944,0.00703,0.00703,0.00703
92,4639,0.93377,0.47881,0.99121,0.85807,0.94851,0.95096,0.70677,0.83508,0.42223,0.91126,0.006997,0.006997,0.006997
93,4688.94,0.93227,0.47527,0.9848,0.81852,0.91816,0.94498,0.70354,0.83773,0.43256,0.90974,0.006964,0.006964,0.006964
94,4738.02,0.92164,0.47201,0.98231,0.84428,0.92843,0.90577,0.67518,0.84737,0.43303,0.91308,0.006931,0.006931,0.006931
95,4787.53,0.93016,0.46764,0.98992,0.80837,0.89635,0.93666,0.70362,0.83827,0.42995,0.9133,0.006898,0.006898,0.006898
96,4836.89,0.92223,0.46956,0.98846,0.81845,0.93145,0.94442,0.69976,0.84249,0.4033,0.9102,0.006865,0.006865,0.006865
97,4886.57,0.91686,0.46616,0.98194,0.84359,0.90546,0.93508,0.70818,0.82965,0.40074,0.90672,0.006832,0.006832,0.006832
98,4936.09,0.91853,0.46861,0.97833,0.92404,0.86651,0.90634,0.69706,0.84655,0.4127,0.91442,0.006799,0.006799,0.006799
99,4986,0.92627,0.47588,0.97757,0.8213,0.94494,0.94084,0.72251,0.83124,0.39959,0.90808,0.006766,0.006766,0.006766
100,5036.2,0.92225,0.47007,0.98559,0.79487,0.94432,0.92125,0.69328,0.83893,0.41007,0.91594,0.006733,0.006733,0.006733
101,5086.57,0.92383,0.4654,0.98361,0.82641,0.93422,0.92872,0.70867,0.85702,0.40227,0.91924,0.0067,0.0067,0.0067
102,5135.87,0.90031,0.46402,0.96544,0.89824,0.90425,0.96149,0.72936,0.84761,0.39101,0.91185,0.006667,0.006667,0.006667
103,5185.45,0.90956,0.46805,0.98068,0.83237,0.9091,0.93137,0.71809,0.82839,0.39957,0.90745,0.006634,0.006634,0.006634
104,5235.46,0.90609,0.47094,0.97808,0.81948,0.88997,0.9401,0.72595,0.83387,0.38812,0.90728,0.006601,0.006601,0.006601
105,5285.41,0.91475,0.46796,0.97749,0.86222,0.92464,0.95663,0.72146,0.82867,0.4027,0.9057,0.006568,0.006568,0.006568
106,5335.37,0.90734,0.45957,0.97669,0.86232,0.89223,0.93411,0.71374,0.83053,0.41905,0.90962,0.006535,0.006535,0.006535
107,5385.1,0.91103,0.46232,0.97952,0.81168,0.92519,0.91131,0.69867,0.82928,0.41508,0.90482,0.006502,0.006502,0.006502
108,5434.41,0.9204,0.46358,0.97832,0.81283,0.89728,0.95231,0.73018,0.84276,0.40575,0.91108,0.006469,0.006469,0.006469
109,5483.67,0.90288,0.46287,0.97815,0.80987,0.92993,0.92379,0.69848,0.83298,0.40664,0.90999,0.006436,0.006436,0.006436
110,5533.68,0.90122,0.45439,0.97538,0.82348,0.92301,0.92874,0.70488,0.81797,0.40255,0.90609,0.006403,0.006403,0.006403
111,5583.63,0.89627,0.45305,0.97394,0.82439,0.8939,0.91352,0.70692,0.83086,0.40528,0.9106,0.00637,0.00637,0.00637
112,5633.33,0.8989,0.45522,0.97403,0.83405,0.89976,0.94288,0.71602,0.82549,0.40341,0.9069,0.006337,0.006337,0.006337
113,5682.83,0.89854,0.45256,0.9736,0.78902,0.87651,0.91902,0.69184,0.8323,0.41298,0.90915,0.006304,0.006304,0.006304
114,5732.28,0.89675,0.45555,0.97712,0.82949,0.9312,0.93036,0.71482,0.82137,0.41405,0.90582,0.006271,0.006271,0.006271
115,5781.87,0.8903,0.45164,0.97462,0.82864,0.89298,0.91479,0.69388,0.81607,0.41032,0.90237,0.006238,0.006238,0.006238
116,5831.61,0.90062,0.45682,0.97434,0.79441,0.85827,0.90741,0.70186,0.81505,0.40837,0.90424,0.006205,0.006205,0.006205
117,5881.21,0.89575,0.45892,0.97384,0.87503,0.85672,0.91405,0.70104,0.81495,0.4062,0.90482,0.006172,0.006172,0.006172
118,5930.76,0.87695,0.4426,0.96806,0.905,0.83507,0.91802,0.71107,0.82088,0.40605,0.90676,0.006139,0.006139,0.006139
119,5980.34,0.89331,0.45412,0.97389,0.89185,0.87948,0.93902,0.7233,0.82005,0.40129,0.90763,0.006106,0.006106,0.006106
120,6029.73,0.88578,0.45279,0.96807,0.86611,0.88094,0.94217,0.72332,0.81497,0.40403,0.90359,0.006073,0.006073,0.006073
121,6079.07,0.88761,0.44565,0.97438,0.83697,0.92202,0.91673,0.71246,0.81896,0.40169,0.90488,0.00604,0.00604,0.00604
122,6128.68,0.8636,0.45236,0.95535,0.87287,0.91845,0.91983,0.71088,0.81992,0.40265,0.90446,0.006007,0.006007,0.006007
