                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                0.61471,                0.39047,                0.83614,                0.88692,                0.89726,                0.92035,                0.70776,                0.83475,                0.45343,                0.87713,             0.00027084,             0.00027084,             0.00027084
                    149,                0.59017,                0.37352,                0.83292,                0.82831,                0.92359,                0.91793,                0.69735,                0.85871,                0.44861,                0.88105,              0.0002691,              0.0002691,              0.0002691
                    150,                 0.6126,                0.38675,                0.83649,                0.94762,                0.84979,                0.93542,                0.71675,                0.86059,                0.44783,                0.88448,             0.00026737,             0.00026737,             0.00026737
                    151,                0.60477,                0.37715,                0.84506,                0.87023,                0.93016,                0.94864,                0.72752,                0.84502,                0.42182,                0.87705,             0.00026563,             0.00026563,             0.00026563
                    152,                0.60131,                0.36952,                0.83657,                0.89469,                0.92139,                0.94791,                0.73985,                0.83821,                0.41806,                0.87844,             0.00026389,             0.00026389,             0.00026389
                    153,                 0.5877,                0.36577,                 0.8417,                0.90086,                0.86137,                0.94193,                 0.7334,                0.83726,                0.41817,                0.87607,             0.00026216,             0.00026216,             0.00026216
                    154,                 0.6127,                0.38707,                0.84185,                  0.835,                0.93821,                0.94961,                0.72476,                0.85854,                 0.4395,                0.88379,             0.00026042,             0.00026042,             0.00026042
                    155,                0.58685,                 0.3697,                 0.8319,                0.89583,                0.89678,                0.94335,                0.71984,                0.85017,                0.43918,                0.88131,             0.00025869,             0.00025869,             0.00025869
                    156,                0.60028,                0.37239,                0.83083,                0.89147,                0.87279,                0.94916,                0.72651,                0.84618,                0.42011,                0.88026,             0.00025695,             0.00025695,             0.00025695
                    157,                0.58424,                0.36825,                 0.8256,                0.86298,                0.94675,                0.95256,                0.72936,                0.86287,                 0.4244,                 0.8826,             0.00025522,             0.00025522,             0.00025522
                    158,                0.57707,                0.35538,                0.83034,                0.89247,                0.90441,                0.94069,                0.72074,                0.85464,                0.41849,                0.88225,             0.00025348,             0.00025348,             0.00025348
                    159,                0.59091,                0.35799,                0.83724,                0.95823,                0.85908,                0.95152,                0.72273,                0.85641,                0.41498,                0.88022,             0.00025174,             0.00025174,             0.00025174
                    160,                0.59873,                0.36631,                0.83423,                0.86164,                  0.913,                0.94403,                0.72931,                0.83357,                0.44343,                0.87355,             0.00025001,             0.00025001,             0.00025001
                    161,                0.57905,                0.34755,                0.82325,                 0.9261,                0.87276,                0.94679,                0.71762,                0.84262,                0.43132,                 0.8766,             0.00024827,             0.00024827,             0.00024827
                    162,                0.57726,                0.35315,                0.83084,                0.92519,                0.87744,                0.95108,                0.72892,                0.83844,                0.42068,                0.87679,             0.00024654,             0.00024654,             0.00024654
                    163,                0.57137,                0.35054,                0.83055,                0.92109,                0.86899,                0.93644,                0.72091,                 0.8348,                0.41241,                0.87693,              0.0002448,              0.0002448,              0.0002448
                    164,                0.58704,                 0.3509,                0.83565,                0.86366,                0.92947,                0.94738,                0.71074,                0.84877,                0.41262,                 0.8784,             0.00024306,             0.00024306,             0.00024306
                    165,                0.56326,                0.34701,                0.83421,                0.86377,                0.91852,                0.94593,                0.72595,                0.84405,                0.41105,                0.88115,             0.00024133,             0.00024133,             0.00024133
                    166,                0.57316,                0.35652,                0.83217,                0.85201,                0.92217,                0.93949,                0.72585,                 0.8377,                0.41411,                0.87857,             0.00023959,             0.00023959,             0.00023959
                    167,                0.57518,                  0.372,                0.82335,                0.88078,                0.91797,                0.93272,                0.72426,                0.83345,                0.41173,                 0.8749,             0.00023786,             0.00023786,             0.00023786
                    168,                0.57427,                0.34524,                0.83027,                0.90826,                0.90209,                0.94782,                0.74225,                 0.8415,                0.45109,                0.87784,             0.00023612,             0.00023612,             0.00023612
                    169,                0.58379,                 0.3582,                0.82919,                0.92403,                 0.9081,                0.95887,                0.73318,                0.82212,                 0.4173,                0.87028,             0.00023439,             0.00023439,             0.00023439
                    170,                0.57156,                0.36286,                0.82887,                0.95866,                0.89376,                0.95124,                0.73151,                0.84386,                0.41047,                0.87799,             0.00023265,             0.00023265,             0.00023265
                    171,                0.57385,                0.36444,                 0.8386,                0.92901,                0.88992,                0.95047,                0.73046,                0.86314,                0.42335,                 0.8849,             0.00023091,             0.00023091,             0.00023091
                    172,                0.57619,                0.36285,                0.82644,                0.89647,                0.94741,                 0.9551,                0.73409,                0.84618,                0.40967,                0.87895,             0.00022918,             0.00022918,             0.00022918
                    173,                 0.5453,                0.34208,                0.82471,                0.95125,                0.93329,                0.95698,                0.72795,                0.82991,                 0.4123,                0.87298,             0.00022744,             0.00022744,             0.00022744
                    174,                0.55974,                0.35424,                0.82293,                   0.86,                0.92813,                0.93214,                0.70354,                0.84147,                0.42212,                0.87568,             0.00022571,             0.00022571,             0.00022571
                    175,                 0.5417,                0.33903,                0.82941,                0.88984,                 0.8912,                0.94755,                0.72625,                0.85011,                0.41728,                0.88057,             0.00022397,             0.00022397,             0.00022397
                    176,                0.56182,                0.34633,                  0.829,                 0.9121,                0.89178,                0.94831,                0.72841,                0.83696,                0.40713,                0.87979,             0.00022223,             0.00022223,             0.00022223
                    177,                 0.5637,                0.35434,                0.83185,                0.93104,                0.85723,                0.94085,                 0.7277,                0.83641,                 0.4149,                0.87537,              0.0002205,              0.0002205,              0.0002205
                    178,                0.55766,                0.34894,                 0.8366,                0.91672,                 0.8804,                0.94837,                0.73354,                0.84124,                 0.4257,                0.87764,             0.00021876,             0.00021876,             0.00021876
                    179,                0.53544,                0.33534,                0.81932,                0.93895,                0.91002,                0.95885,                0.73392,                 0.8444,                0.41412,                0.88158,             0.00021703,             0.00021703,             0.00021703
                    180,                 0.5877,                0.37424,                  0.831,                0.88044,                0.93024,                0.91484,                0.72057,                0.83449,                0.42248,                0.87493,             0.00021529,             0.00021529,             0.00021529
                    181,                0.56047,                0.34785,                0.82713,                0.86243,                0.90377,                0.91998,                0.71548,                0.83135,                0.41557,                0.87496,             0.00021356,             0.00021356,             0.00021356
                    182,                0.56466,                0.34983,                0.83289,                 0.8721,                 0.8978,                0.93339,                0.73397,                0.83173,                0.41672,                0.87575,             0.00021182,             0.00021182,             0.00021182
                    183,                0.54744,                0.33974,                0.83053,                0.87838,                0.94439,                0.93328,                0.72426,                0.84529,                0.41925,                0.87942,             0.00021008,             0.00021008,             0.00021008
                    184,                0.56161,                0.34188,                0.83549,                0.89991,                0.90591,                0.93151,                  0.731,                0.84591,                0.43927,                0.87672,             0.00020835,             0.00020835,             0.00020835
                    185,                0.57029,                0.34854,                 0.8305,                0.86562,                0.90764,                0.94708,                0.72882,                0.84435,                0.44002,                0.87695,             0.00020661,             0.00020661,             0.00020661
                    186,                0.56174,                0.34328,                0.83009,                0.91228,                0.90018,                  0.935,                0.71317,                0.84738,                0.42185,                 0.8777,             0.00020488,             0.00020488,             0.00020488
                    187,                0.54234,                0.34586,                0.83199,                0.90669,                0.93233,                0.94001,                0.73287,                0.83842,                0.42328,                0.87812,             0.00020314,             0.00020314,             0.00020314
                    188,                0.55547,                0.34534,                0.82676,                0.89085,                0.91186,                0.92961,                0.72202,                0.83905,                0.42721,                0.87691,             0.00020141,             0.00020141,             0.00020141
                    189,                 0.5538,                0.34501,                0.82873,                0.82278,                0.92792,                0.92031,                0.71948,                0.83464,                 0.4296,                0.87531,             0.00019967,             0.00019967,             0.00019967
                    190,                0.52864,                0.33245,                0.82164,                0.85898,                0.92443,                0.92573,                0.72458,                0.84535,                0.43944,                0.88104,             0.00019793,             0.00019793,             0.00019793
                    191,                0.53689,                0.33277,                0.82664,                0.91754,                0.83565,                0.91908,                0.71201,                 0.8344,                0.42588,                 0.8764,              0.0001962,              0.0001962,              0.0001962
                    192,                0.54189,                0.33222,                0.82352,                0.92952,                0.89101,                0.94456,                0.70324,                0.84918,                0.40865,                 0.8801,             0.00019446,             0.00019446,             0.00019446
                    193,                0.53975,                0.33546,                0.83293,                0.92043,                  0.906,                 0.9497,                0.72214,                0.84488,                0.40593,                0.88105,             0.00019273,             0.00019273,             0.00019273
                    194,                0.54007,                0.33743,                0.82109,                0.91016,                0.94472,                0.95685,                 0.7281,                0.84246,                0.39891,                0.87652,             0.00019099,             0.00019099,             0.00019099
                    195,                0.51925,                0.31873,                 0.8206,                0.89985,                0.94483,                0.95467,                0.73441,                0.84129,                0.40261,                0.87927,             0.00018925,             0.00018925,             0.00018925
                    196,                0.53111,                0.33282,                0.81967,                0.86126,                 0.9242,                0.93975,                0.72331,                0.83679,                0.41558,                0.87737,             0.00018752,             0.00018752,             0.00018752
                    197,                 0.5243,                 0.3187,                0.82088,                0.89964,                0.91735,                 0.9361,                0.72045,                0.84357,                0.42842,                0.88132,             0.00018578,             0.00018578,             0.00018578
                    198,                0.53413,                0.32601,                0.82525,                0.88343,                0.92614,                 0.9376,                0.71563,                0.84857,                0.43696,                0.88672,             0.00018405,             0.00018405,             0.00018405
                    199,                 0.5146,                0.32171,                0.82142,                0.89039,                0.91787,                0.91576,                0.70851,                0.86873,                0.43887,                 0.8893,             0.00018231,             0.00018231,             0.00018231
                    200,                 0.5393,                0.32951,                0.82877,                0.89273,                 0.9346,                0.91629,                0.70519,                0.85927,                0.44492,                 0.8831,             0.00018058,             0.00018058,             0.00018058
                    201,                0.52697,                0.33141,                0.81478,                0.90092,                0.91728,                0.94135,                0.71311,                0.83264,                0.41953,                0.87533,             0.00017884,             0.00017884,             0.00017884
                    202,                0.53204,                0.32301,                0.82165,                0.93357,                0.88855,                0.93551,                 0.7264,                0.82616,                0.41255,                 0.8736,              0.0001771,              0.0001771,              0.0001771
                    203,                0.51887,                0.31568,                0.83232,                0.91718,                0.91155,                0.93417,                 0.7217,                0.83533,                0.42471,                0.87753,             0.00017537,             0.00017537,             0.00017537
                    204,                0.53063,                0.33668,                0.82485,                0.90423,                0.90866,                0.92581,                0.71848,                0.85025,                0.42245,                 0.8766,             0.00017363,             0.00017363,             0.00017363
                    205,                0.55202,                0.34329,                0.82883,                0.92181,                0.90829,                0.94922,                0.71016,                0.84242,                0.41137,                0.87359,              0.0001719,              0.0001719,              0.0001719
                    206,                0.52363,                 0.3201,                0.81649,                0.91905,                0.91737,                0.95026,                0.72796,                0.84639,                0.39842,                 0.8753,             0.00017016,             0.00017016,             0.00017016
                    207,                0.52466,                0.32211,                0.81649,                0.91328,                0.90405,                0.94875,                0.73737,                0.84786,                0.42807,                0.87666,             0.00016843,             0.00016843,             0.00016843
                    208,                0.53757,                0.32131,                0.82349,                0.85945,                0.88115,                0.92401,                 0.7152,                0.83722,                0.42553,                0.87272,             0.00016669,             0.00016669,             0.00016669
                    209,                0.52558,                0.32654,                0.81747,                0.91533,                0.90592,                0.93842,                0.72705,                0.83362,                0.42318,                 0.8746,             0.00016495,             0.00016495,             0.00016495
                    210,                0.51503,                0.32097,                0.81238,                0.91759,                 0.9166,                0.94471,                0.72346,                0.84559,                0.42033,                0.87606,             0.00016322,             0.00016322,             0.00016322
                    211,                0.50438,                 0.3143,                0.81392,                 0.9025,                 0.8846,                0.93555,                0.73121,                0.85052,                0.41071,                0.87521,             0.00016148,             0.00016148,             0.00016148
                    212,                 0.5104,                0.31423,                 0.8173,                0.89735,                0.92429,                 0.9276,                0.72389,                0.84579,                0.41258,                0.87557,             0.00015975,             0.00015975,             0.00015975
                    213,                0.52233,                0.32053,                0.82534,                0.93077,                0.89052,                0.93056,                0.72888,                0.85387,                0.42337,                0.87822,             0.00015801,             0.00015801,             0.00015801
                    214,                0.50763,                0.32191,                0.81737,                 0.9603,                0.86484,                0.94792,                0.73092,                 0.8445,                0.41771,                0.87789,             0.00015627,             0.00015627,             0.00015627
                    215,                0.51439,                0.31448,                0.81835,                0.95526,                0.85819,                0.94876,                0.72735,                0.84871,                0.41992,                0.87783,             0.00015454,             0.00015454,             0.00015454
                    216,                0.51353,                0.31449,                0.81983,                0.94192,                  0.865,                0.93909,                0.73155,                0.86403,                0.42691,                0.88496,              0.0001528,              0.0001528,              0.0001528
                    217,                0.51184,                0.30954,                0.82391,                0.91068,                 0.9106,                0.94183,                0.72373,                0.85188,                  0.408,                0.88041,             0.00015107,             0.00015107,             0.00015107
                    218,                0.48965,                 0.3047,                0.81398,                0.94806,                0.88922,                0.95054,                0.73549,                0.84457,                0.41943,                0.87755,             0.00014933,             0.00014933,             0.00014933
                    219,                0.50296,                0.31534,                0.81264,                0.96181,                0.90234,                0.96175,                  0.741,                0.84311,                0.41434,                 0.8798,              0.0001476,              0.0001476,              0.0001476
                    220,                 0.5028,                0.31716,                0.81127,                0.88445,                0.90834,                0.95095,                0.73332,                0.85035,                0.41475,                0.87957,             0.00014586,             0.00014586,             0.00014586
                    221,                0.50363,                0.31443,                0.81707,                0.89735,                0.88152,                0.94805,                0.72763,                0.84663,                0.40611,                0.88025,             0.00014412,             0.00014412,             0.00014412
                    222,                0.50327,                0.30778,                 0.8186,                0.91678,                0.86243,                0.94189,                0.72998,                0.84495,                0.42522,                0.87852,             0.00014239,             0.00014239,             0.00014239
                    223,                0.49713,                0.30336,                0.82324,                0.91001,                0.86833,                0.93472,                0.73152,                0.85365,                0.42835,                0.87998,             0.00014065,             0.00014065,             0.00014065
                    224,                0.51988,                0.32263,                0.81163,                0.93134,                0.86422,                0.93969,                0.73426,                0.84523,                0.42401,                0.87779,             0.00013892,             0.00013892,             0.00013892
                    225,                0.49445,                0.30419,                0.81213,                0.93782,                0.89037,                0.94148,                0.74043,                0.85001,                0.41429,                0.87945,             0.00013718,             0.00013718,             0.00013718
                    226,                0.48603,                  0.303,                 0.8088,                0.93469,                0.88824,                0.94402,                0.73461,                0.84308,                0.41895,                0.87614,             0.00013544,             0.00013544,             0.00013544
                    227,                0.49583,                0.31666,                0.81097,                0.93644,                0.89751,                0.93792,                0.72442,                0.84581,                0.41548,                0.87573,             0.00013371,             0.00013371,             0.00013371
                    228,                0.49751,                0.31321,                0.80814,                0.91118,                0.90715,                0.93619,                0.72022,                0.85038,                0.42147,                0.87849,             0.00013197,             0.00013197,             0.00013197
                    229,                0.49674,                0.30358,                0.81427,                0.91439,                0.91056,                0.91391,                0.72195,                0.83976,                0.41593,                0.87563,             0.00013024,             0.00013024,             0.00013024
                    230,                0.49843,                0.30059,                0.82105,                0.91518,                0.92483,                0.93798,                0.73022,                0.82861,                0.41432,                0.87113,              0.0001285,              0.0001285,              0.0001285
                    231,                0.50129,                0.30671,                0.81388,                0.91289,                0.91557,                0.93482,                 0.7268,                0.84148,                0.40955,                0.87744,             0.00012677,             0.00012677,             0.00012677
                    232,                0.51365,                0.31925,                0.81569,                0.88521,                0.92022,                0.94624,                0.73151,                0.85718,                0.39871,                0.88303,             0.00012503,             0.00012503,             0.00012503
                    233,                0.49643,                0.31124,                0.80707,                0.87523,                0.91105,                0.94129,                0.72584,                0.84095,                0.41594,                0.87671,             0.00012329,             0.00012329,             0.00012329
                    234,                0.49053,                0.30144,                0.80668,                0.87671,                0.90256,                 0.9391,                0.72387,                0.83546,                0.42334,                0.87772,             0.00012156,             0.00012156,             0.00012156
                    235,                0.47781,                0.29558,                0.81401,                0.88689,                0.90602,                0.93979,                0.72335,                0.84945,                 0.4276,                0.87453,             0.00011982,             0.00011982,             0.00011982
                    236,                0.48473,                0.30158,                0.80714,                 0.9169,                0.88362,                0.94335,                0.72092,                0.83493,                0.40489,                0.87335,             0.00011809,             0.00011809,             0.00011809
                    237,                0.49049,                 0.3058,                0.81067,                0.91314,                0.91028,                0.93804,                0.72631,                0.84006,                0.41237,                0.87827,             0.00011635,             0.00011635,             0.00011635
                    238,                0.48353,                0.29276,                0.81762,                0.89436,                0.90767,                0.93357,                0.71405,                0.84674,                0.42428,                0.88099,             0.00011462,             0.00011462,             0.00011462
                    239,                0.49273,                0.29835,                0.81225,                0.90298,                0.92658,                0.93929,                 0.7234,                0.83766,                 0.4061,                0.87679,             0.00011288,             0.00011288,             0.00011288
                    240,                0.47051,                0.29012,                0.80952,                0.92227,                0.92072,                0.94894,                0.73324,                0.83315,                0.40476,                0.87633,             0.00011114,             0.00011114,             0.00011114
                    241,                0.47443,                0.29126,                0.80546,                0.92827,                0.90467,                0.94594,                0.72857,                0.83355,                0.40282,                0.87598,             0.00010941,             0.00010941,             0.00010941
                    242,                0.46859,                0.29826,                0.81486,                0.95814,                0.87627,                0.94775,                0.72352,                0.83809,                0.40116,                 0.8767,             0.00010767,             0.00010767,             0.00010767
                    243,                0.47923,                0.29416,                0.81672,                0.91529,                0.89521,                0.93983,                0.72695,                0.84346,                0.40689,                0.87938,             0.00010594,             0.00010594,             0.00010594
                    244,                0.46923,                0.29193,                0.80868,                0.88465,                0.92332,                0.93242,                0.72624,                0.83966,                0.40541,                0.87813,              0.0001042,              0.0001042,              0.0001042
                    245,                0.47117,                0.30116,                0.81597,                0.89657,                0.92257,                0.93748,                0.72649,                 0.8321,                0.39727,                0.87521,             0.00010246,             0.00010246,             0.00010246
                    246,                0.48438,                0.29485,                0.81012,                0.92729,                0.90589,                0.94014,                0.72052,                0.83062,                0.39926,                0.87443,             0.00010073,             0.00010073,             0.00010073
                    247,                0.46355,                0.28948,                0.80567,                 0.9154,                0.92011,                0.94192,                0.72142,                0.83559,                0.40647,                0.87544,             9.8993e-05,             9.8993e-05,             9.8993e-05
                    248,                0.48504,                0.29797,                0.81474,                0.94237,                0.88252,                0.94034,                0.72408,                0.84067,                0.41598,                0.87662,             9.7257e-05,             9.7257e-05,             9.7257e-05
                    249,                0.49147,                0.29996,                0.81066,                 0.8913,                0.93022,                0.95582,                0.74082,                0.83832,                0.40739,                0.87756,             9.5522e-05,             9.5522e-05,             9.5522e-05
                    250,                0.48808,                0.30697,                0.80872,                0.89644,                0.93374,                0.95852,                0.74449,                0.84221,                0.40094,                0.87799,             9.3786e-05,             9.3786e-05,             9.3786e-05
                    251,                0.47368,                0.29597,                0.81042,                0.94615,                0.87346,                0.95884,                0.73848,                0.83709,                0.38931,                0.87675,              9.205e-05,              9.205e-05,              9.205e-05
                    252,                0.47345,                0.29717,                0.81314,                0.90842,                 0.9179,                0.95329,                 0.7318,                0.84654,                0.39224,                0.87894,             9.0314e-05,             9.0314e-05,             9.0314e-05
                    253,                0.47139,                0.29343,                0.80779,                0.93019,                0.90436,                0.95565,                 0.7285,                 0.8396,                0.39214,                 0.8773,             8.8578e-05,             8.8578e-05,             8.8578e-05
                    254,                0.48155,                0.29642,                 0.8155,                0.92622,                0.90102,                0.95252,                0.72766,                0.83434,                0.38072,                0.87541,             8.6843e-05,             8.6843e-05,             8.6843e-05
                    255,                0.48253,                0.29568,                0.81918,                0.93461,                0.89241,                0.95345,                0.72972,                0.83455,                0.38739,                 0.8744,             8.5107e-05,             8.5107e-05,             8.5107e-05
                    256,                 0.4816,                0.30616,                0.81647,                0.90188,                0.89307,                0.95421,                0.72973,                0.84213,                0.40107,                0.87422,             8.3371e-05,             8.3371e-05,             8.3371e-05
                    257,                0.45823,                 0.2785,                 0.8172,                0.89352,                0.91303,                0.93945,                0.71616,                0.83735,                0.40292,                0.87416,             8.1635e-05,             8.1635e-05,             8.1635e-05
                    258,                0.46484,                0.28633,                0.81243,                0.92044,                0.89506,                0.93832,                0.71788,                0.83823,                0.40041,                0.87462,             7.9899e-05,             7.9899e-05,             7.9899e-05
                    259,                0.46426,                0.28327,                0.80925,                0.91083,                0.90209,                0.93461,                0.71531,                0.83557,                0.39926,                0.87542,             7.8164e-05,             7.8164e-05,             7.8164e-05
                    260,                0.47476,                0.29179,                0.81896,                0.89592,                0.91654,                0.94006,                0.71937,                0.83149,                0.40384,                0.87366,             7.6428e-05,             7.6428e-05,             7.6428e-05
                    261,                 0.4688,                0.28772,                0.80563,                 0.8921,                0.92717,                0.93968,                 0.7097,                0.84098,                0.40242,                 0.8761,             7.4692e-05,             7.4692e-05,             7.4692e-05
                    262,                0.46488,                0.28367,                0.81225,                0.91405,                0.91685,                0.94031,                0.72094,                0.84096,                0.40801,                0.87784,             7.2956e-05,             7.2956e-05,             7.2956e-05
                    263,                0.45657,                 0.2818,                0.81056,                0.91517,                0.90465,                0.94206,                0.71904,                0.84123,                0.40926,                0.87796,              7.122e-05,              7.122e-05,              7.122e-05
                    264,                0.46733,                0.29423,                 0.8086,                0.91864,                0.90102,                 0.9496,                0.72489,                0.84128,                0.40259,                0.87663,             6.9485e-05,             6.9485e-05,             6.9485e-05
                    265,                0.47189,                 0.2858,                0.81162,                 0.9162,                0.91586,                 0.9443,                0.72392,                0.83954,                0.39626,                0.87543,             6.7749e-05,             6.7749e-05,             6.7749e-05
                    266,                0.45086,                0.28071,                0.80491,                0.92345,                0.90848,                 0.9451,                0.72092,                0.83381,                0.39583,                0.87531,             6.6013e-05,             6.6013e-05,             6.6013e-05
                    267,                0.47762,                0.29294,                0.80802,                0.93626,                0.89479,                0.94582,                0.72618,                0.84006,                0.39587,                0.87711,             6.4277e-05,             6.4277e-05,             6.4277e-05
                    268,                0.46538,                0.28827,                0.80039,                0.93953,                0.89827,                0.94697,                0.72999,                0.84664,                0.39868,                0.87753,             6.2541e-05,             6.2541e-05,             6.2541e-05
                    269,                0.44961,                0.28387,                0.81267,                0.92511,                 0.9086,                0.95281,                0.73282,                 0.8368,                 0.3895,                0.87523,             6.0806e-05,             6.0806e-05,             6.0806e-05
                    270,                0.43832,                0.27615,                0.80523,                0.92266,                0.91064,                0.95204,                0.72289,                0.83625,                0.38816,                0.87523,              5.907e-05,              5.907e-05,              5.907e-05
                    271,                0.45464,                0.27946,                0.80601,                0.93686,                0.89437,                 0.9509,                 0.7325,                0.83571,                0.38749,                 0.8742,             5.7334e-05,             5.7334e-05,             5.7334e-05
                    272,                0.46547,                0.28407,                0.80881,                0.92831,                 0.9134,                0.95081,                0.72631,                0.83722,                0.38498,                 0.8755,             5.5598e-05,             5.5598e-05,             5.5598e-05
                    273,                0.45387,                0.27637,                0.80936,                0.94128,                0.90895,                 0.9477,                0.72702,                 0.8365,                0.38307,                0.87677,             5.3862e-05,             5.3862e-05,             5.3862e-05
                    274,                0.44609,                0.27812,                0.81652,                 0.9484,                0.91173,                0.94836,                0.73083,                0.83685,                0.38536,                0.87985,             5.2127e-05,             5.2127e-05,             5.2127e-05
                    275,                0.45138,                0.27857,                0.81118,                0.95067,                 0.9092,                0.94988,                0.72586,                0.83886,                0.38767,                 0.8813,             5.0391e-05,             5.0391e-05,             5.0391e-05
                    276,                0.44954,                0.28428,                0.81538,                0.95568,                0.90703,                0.94707,                0.72525,                0.83861,                0.38761,                0.88074,             4.8655e-05,             4.8655e-05,             4.8655e-05
                    277,                0.44606,                0.28115,                 0.8152,                0.94716,                 0.9081,                 0.9446,                0.72241,                 0.8413,                0.39388,                0.87832,             4.6919e-05,             4.6919e-05,             4.6919e-05
                    278,                0.44149,                0.27421,                 0.7995,                0.94918,                0.91008,                0.94457,                0.71937,                0.84093,                0.38981,                0.87538,             4.5183e-05,             4.5183e-05,             4.5183e-05
                    279,                 0.4455,                0.27455,                0.80403,                0.93906,                0.90931,                0.94344,                0.71613,                0.84405,                0.39419,                0.87858,             4.3448e-05,             4.3448e-05,             4.3448e-05
                    280,                0.44438,                 0.2825,                0.80788,                0.94235,                0.90343,                0.94703,                0.72545,                0.83877,                0.38582,                0.87608,             4.1712e-05,             4.1712e-05,             4.1712e-05
                    281,                0.44607,                0.27633,                0.80813,                 0.9527,                0.90676,                0.94744,                0.72244,                0.83931,                0.38198,                0.87675,             3.9976e-05,             3.9976e-05,             3.9976e-05
                    282,                0.44698,                0.27604,                0.80538,                0.94927,                0.90734,                0.94789,                0.72144,                0.84135,                0.38875,                0.87534,              3.824e-05,              3.824e-05,              3.824e-05
                    283,                0.45703,                0.28194,                0.80525,                0.94232,                0.90895,                0.94703,                0.72027,                 0.8387,                0.38784,                0.87704,             3.6504e-05,             3.6504e-05,             3.6504e-05
                    284,                0.44809,                0.27312,                0.79603,                0.93739,                0.91242,                0.94537,                0.71457,                0.84549,                0.39268,                0.87906,             3.4769e-05,             3.4769e-05,             3.4769e-05
                    285,                0.44317,                0.27364,                 0.8084,                0.93843,                0.90897,                0.94492,                0.71829,                0.84369,                0.39362,                0.87981,             3.3033e-05,             3.3033e-05,             3.3033e-05
                    286,                0.45742,                0.27919,                0.81467,                0.94182,                0.91407,                0.94751,                0.72076,                0.84834,                0.38884,                0.88048,             3.1297e-05,             3.1297e-05,             3.1297e-05
                    287,                0.42909,                0.26665,                0.80299,                0.94486,                 0.9133,                0.94647,                0.71614,                0.84475,                0.38685,                0.87996,             2.9561e-05,             2.9561e-05,             2.9561e-05
                    288,                0.43572,                0.26849,                0.80839,                0.94305,                0.91066,                0.94782,                 0.7208,                0.84418,                0.38613,                0.87749,             2.7825e-05,             2.7825e-05,             2.7825e-05
                    289,                 0.4326,                 0.2729,                0.81211,                0.94755,                0.90811,                0.94965,                 0.7224,                0.84411,                0.38812,                 0.8793,              2.609e-05,              2.609e-05,              2.609e-05
                    290,                0.43444,                0.27286,                0.80284,                0.93929,                0.91125,                0.95087,                0.71886,                0.84527,                0.38868,                 0.8779,             2.4354e-05,             2.4354e-05,             2.4354e-05
                    291,                0.40337,                0.25003,                0.79739,                 0.9408,                0.91321,                0.94726,                0.71207,                0.84719,                 0.3933,                0.88088,             2.2618e-05,             2.2618e-05,             2.2618e-05
                    292,                0.38713,                0.24308,                 0.7955,                 0.9455,                0.90268,                0.94246,                0.71332,                0.85045,                0.39868,                0.88254,             2.0882e-05,             2.0882e-05,             2.0882e-05
                    293,                0.40695,                0.24838,                0.79682,                0.94488,                0.90943,                0.94277,                0.71534,                0.85021,                0.39697,                0.88363,             1.9146e-05,             1.9146e-05,             1.9146e-05
                    294,                0.38198,                0.23876,                0.78409,                0.95147,                0.90027,                 0.9421,                0.71346,                0.84968,                0.39584,                0.88357,             1.7411e-05,             1.7411e-05,             1.7411e-05
                    295,                0.38045,                0.23682,                0.78828,                0.94594,                0.89653,                0.94528,                0.71544,                0.84639,                 0.4003,                0.88269,             1.5675e-05,             1.5675e-05,             1.5675e-05
                    296,                 0.3846,                0.23863,                0.79515,                0.94799,                0.89986,                0.94485,                0.71655,                0.85033,                0.39852,                  0.883,             1.3939e-05,             1.3939e-05,             1.3939e-05
                    297,                0.37656,                0.23863,                 0.7915,                0.94668,                0.90246,                0.94158,                0.71607,                0.85255,                0.39987,                 0.8828,             1.2203e-05,             1.2203e-05,             1.2203e-05
                    298,                0.40307,                0.24981,                0.79632,                0.94379,                0.90233,                0.93856,                0.71424,                0.85214,                    0.4,                0.88342,             1.0467e-05,             1.0467e-05,             1.0467e-05
                    299,                0.39618,                0.23935,                0.80099,                0.94042,                0.91089,                0.93876,                0.71152,                0.85536,                0.39832,                0.88349,             8.7316e-06,             8.7316e-06,             8.7316e-06
                    300,                0.37237,                0.23393,                0.78404,                0.94194,                0.91152,                 0.9409,                0.71559,                0.85264,                0.39859,                0.88235,             6.9958e-06,             6.9958e-06,             6.9958e-06
