timestamp,latitud,longitud,velocidad,clase,probabilidad,sonido,tiempoInferencia
1741638983736,-17.4046813,-66.1800607,24,pare,0.7197421,1,447
1741638990733,-17.4049135,-66.1798244,7,pare,0.84165496,1,440
1741639017508,-17.4056614,-66.1783147,33,pare,0.8060106,1,449
1741639039151,-17.4061402,-66.1774666,2,zona-escolar,0.74889207,1,451
1741639044489,-17.4062416,-66.1772698,19,zona-escolar,0.9099623,1,480
1741639050233,-17.4063334,-66.1771182,21,prohibido-girar-izquierda,0.8494655,1,449
1741639055423,-17.4065983,-66.1767666,31,zona-escolar,0.82051015,1,454
1741639073963,-17.4081485,-66.1753462,51,pare,0.71466964,1,457
1741639079572,-17.4084239,-66.1751258,47,prohibido-girar-izquierda,0.74924874,1,460
1741639084821,-17.4089779,-66.1747222,37,pare,0.8738047,1,529
1741639092673,-17.4095041,-66.1741825,29,prohibido-girar-izquierda,0.75812364,1,450
1741639101008,-17.4100124,-66.1736652,31,pare,0.75222546,1,439
1741639114377,-17.4101751,-66.1725931,37,prohibido-girar-izquierda,0.7884391,1,457
1741639219853,-17.411842,-66.1681921,31,limite-velocidad-35,0.87529474,1,453
1741639228336,-17.4120653,-66.1683899,10,pare,0.90298927,1,449
1741639239159,-17.4125914,-66.1684859,36,zona-escolar,0.86001444,1,456
1741639244817,-17.4133195,-66.1685828,43,pare,0.7240417,1,443
1741639289150,-17.4159569,-66.168557,29,pare,0.72087914,1,450
1741639329015,-17.4184846,-66.1673291,21,pare,0.70310944,1,461
1741639336204,-17.418608,-66.1672556,1,pare,0.7685867,1,468
1741639342406,-17.4186674,-66.1672507,9,pare,0.8318493,1,474
1741639362817,-17.4197851,-66.1671351,24,zona-escolar,0.8241937,1,449
1741639379163,-17.4203309,-66.1671206,8,pare,0.85052806,1,474
1741639385946,-17.4203513,-66.1668894,11,pare,0.7892027,1,451
1741639408923,-17.4206827,-66.1665284,21,zona-escolar,0.76943487,1,450
1741639414112,-17.4211188,-66.1666322,29,zona-escolar,0.87674475,1,456
1741639421801,-17.4214436,-66.1667176,10,pare,0.7285548,1,469
1741639507493,-17.4285153,-66.1641572,32,zona-escolar,0.7183945,1,463
1741639535249,-17.4299101,-66.1624853,9,prohibido-girar-derecha,0.91718835,1,524
1741639576184,-17.4294454,-66.1599188,17,pare,0.83971554,1,452
1741639581507,-17.4294193,-66.1596089,19,zona-escolar,0.88688934,1,454
1741639679976,-17.4351959,-66.1598134,25,prohibido-girar-izquierda,0.7913289,1,453
1741639685389,-17.4355297,-66.1598447,21,zona-escolar,0.9045447,1,460
1741639853519,-17.4326707,-66.1604866,8,zona-escolar,0.8353162,1,484
1741639860811,-17.4326978,-66.1605861,1,zona-escolar,0.812496,1,474
1741639866271,-17.4327037,-66.1605981,1,zona-escolar,0.8527547,1,497
1741639871600,-17.4327381,-66.160606,1,zona-escolar,0.8580698,1,847
