latitud,longitud,address
-17.3790967,-66.1737973,"Avenida Gabriel René Moreno, Venezuela, Cercado, Cochabamba, Bolivia"
-17.3791398,-66.1738093,"Avenida Gabriel René Moreno, Venezuela, Cercado, Cochabamba, Bolivia"
-17.3806713,-66.17421110000001,"Avenida Gabriel René Moreno, Venezuela, Cercado, Cochabamba, Bolivia"
-17.380709500000002,-66.1742236,"Avenida Gabriel René Moreno, Venezuela, Cercado, Cochabamba, Bolivia"
-17.3960106,-66.1815431,"Avenida Melchor Pérez de Olguín, Villa Rosario, Cercado, Cochabamba, Bolivia"
-17.397064,-66.1819042,"Avenida Melchor Pérez de Olguín, Hipódromo Sud, Cercado, Cochabamba, Bolivia"
-17.397064,-66.1819042,"Avenida Melchor Pérez de Olguín, Hipódromo Sud, Cercado, Cochabamba, Bolivia"
-17.3971327,-66.1819086,"Avenida Melchor Pérez de Olguín, Hipódromo Sud, Cercado, Cochabamba, Bolivia"
-17.3971327,-66.1819086,"Avenida Melchor Pérez de Olguín, Hipódromo Sud, Cercado, Cochabamba, Bolivia"
-17.3972135,-66.1819306,"Avenida Melchor Pérez de Olguín, Hipódromo Sud, Cercado, Cochabamba, Bolivia"
-17.3972135,-66.1819306,"Avenida Melchor Pérez de Olguín, Hipódromo Sud, Cercado, Cochabamba, Bolivia"
-17.4000314,-66.1826973,"Avenida Melchor Pérez de Olguín, Judicial, Cercado, Cochabamba, Bolivia"
-17.400096599999998,-66.1827145,"Avenida Melchor Pérez de Olguín, Judicial, Cercado, Cochabamba, Bolivia"
-17.400131299999998,-66.1827343,"Avenida Melchor Pérez de Olguín, Judicial, Cercado, Cochabamba, Bolivia"
-17.4001834,-66.1827535,"Avenida Melchor Pérez de Olguín, Judicial, Cercado, Cochabamba, Bolivia"
-17.4002368,-66.18276750000001,"Avenida Melchor Pérez de Olguín, Judicial, Cercado, Cochabamba, Bolivia"
-17.4002937,-66.18277810000001,"Avenida Regimiento Coronel Marzana, Judicial, Cercado, Cochabamba, Bolivia"
-17.4003399,-66.1827918,"Avenida Melchor Pérez de Olguín, Judicial, Cercado, Cochabamba, Bolivia"
-17.4003399,-66.1827918,"Avenida Melchor Pérez de Olguín, Judicial, Cercado, Cochabamba, Bolivia"
-17.400434299999997,-66.182823,"Avenida Melchor Pérez de Olguín, Judicial, Cercado, Cochabamba, Bolivia"
-17.400477499999997,-66.1828404,"Avenida Melchor Pérez de Olguín, Judicial, Cercado, Cochabamba, Bolivia"
-17.400515799999997,-66.1828528,"Avenida Melchor Pérez de Olguín, Judicial, Cercado, Cochabamba, Bolivia"
-17.400515799999997,-66.1828528,"Avenida Melchor Pérez de Olguín, Judicial, Cercado, Cochabamba, Bolivia"
-17.4005524,-66.18286710000001,"Avenida Melchor Pérez de Olguín, Judicial, Cercado, Cochabamba, Bolivia"
-17.4005524,-66.18286710000001,"Avenida Melchor Pérez de Olguín, Judicial, Cercado, Cochabamba, Bolivia"
-17.4005847,-66.1828629,"Avenida Melchor Pérez de Olguín, Judicial, Cercado, Cochabamba, Bolivia"
-17.4006151,-66.18286950000001,"Avenida Melchor Pérez de Olguín, Judicial, Cercado, Cochabamba, Bolivia"
-17.406120599999998,-66.17739350000001,"Avenida Ingavi, Chimba Central, Cercado, Cochabamba, Bolivia"
-17.4061934,-66.17727930000001,"Avenida Ingavi, Chimba Central, Cercado, Cochabamba, Bolivia"
-17.4061934,-66.17727930000001,"Avenida Ingavi, Chimba Central, Cercado, Cochabamba, Bolivia"
-17.4062168,-66.17724720000001,"Avenida Ingavi, Chimba Central, Cercado, Cochabamba, Bolivia"
-17.4062873,-66.17714190000001,"Avenida Ingavi, Chimba Central, Cercado, Cochabamba, Bolivia"
-17.4066366,-66.1766644,"Avenida Ingavi, Chimba Central, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4066856,-66.1766077,"Avenida Ingavi, Villa Paraíso, Cercado, Cochabamba, Bolivia"
-17.4066856,-66.1766077,"Avenida Ingavi, Villa Paraíso, Cercado, Cochabamba, Bolivia"
-17.4067361,-66.17654780000001,"Avenida Capitán Rafael Pabón, Villa Paraíso, Cercado, Cochabamba, Bolivia"
-17.406789099999997,-66.17648080000001,"Avenida Ingavi, Villa Paraíso, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.408641699999997,-66.17495740000001,"Avenida Ingavi, Villa Paraíso, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.410243899999998,-66.16891340000001,"Avenida Guillermo Killman, Guillermo Killman, Cercado, Cochabamba, Bolivia"
-17.410245699999997,-66.16886240000001,"Avenida Guillermo Killman, Guillermo Killman, Cercado, Cochabamba, Bolivia"
-17.410247599999998,-66.1688172,"Avenida Guillermo Killman, Guillermo Killman, Cercado, Cochabamba, Bolivia"
-17.4102468,-66.168771,"Avenida Guillermo Killman, Guillermo Killman, Cercado, Cochabamba, Bolivia"
-17.4102537,-66.16872070000001,"Avenida Guillermo Killman, Guillermo Killman, Cercado, Cochabamba, Bolivia"
-17.4102581,-66.16867400000001,"Avenida Guillermo Killman, Guillermo Killman, Cercado, Cochabamba, Bolivia"
-17.4102583,-66.16862610000001,"Avenida Guillermo Killman, Guillermo Killman, Cercado, Cochabamba, Bolivia"
-17.410256099999998,-66.16857680000001,"Avenida Guillermo Killman, Guillermo Killman, Cercado, Cochabamba, Bolivia"
-17.410254199999997,-66.16852610000001,"Avenida Guillermo Killman, Guillermo Killman, Cercado, Cochabamba, Bolivia"
-17.412730099999997,-66.1685162,"Avenida Rafael Pabón, Jorge Wilstermann, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.412819499999998,-66.1685312,"Avenida Rafael Pabón, Jorge Wilstermann, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4191726,-66.15984060000001,"Avenida Mártires de la Democracia, Tercera Villa Sud, Cercado, Cochabamba, Bolivia"
-17.4194037,-66.1598819,"Jardinera Mártires de la Democracia, Canata, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4195406,-66.1599116,"Avenida Mártires de la Democracia, Tercera Villa Sud, Cercado, Cochabamba, Bolivia"
-17.4195984,-66.159931,"Avenida Mártires de la Democracia, Tercera Villa Sud, Cercado, Cochabamba, Bolivia"
-17.419692100000002,-66.1599602,"Avenida Mártires de la Democracia, Tercera Villa Sud, Cercado, Cochabamba, Bolivia"
-17.4187809,-66.15947410000001,"Avenida de la Patria, San Luis Copacabana, Cercado, Cochabamba, Bolivia"
-17.4188923,-66.159355,"Avenida de la Patria, San Luis Copacabana, Cercado, Cochabamba, Bolivia"
-17.420305300000003,-66.158225,"Avenida de la Patria, San Luis Copacabana, Cercado, Cochabamba, Bolivia"
-17.4203312,-66.158203,"Avenida de la Patria, San Luis Copacabana, Cercado, Cochabamba, Bolivia"
-17.4203538,-66.15818390000001,"Avenida de la Patria, San Luis Copacabana, Cercado, Cochabamba, Bolivia"
-17.421179300000002,-66.1579406,"Avenida Panamericana, San Luis Copacabana, Cercado, Cochabamba, Bolivia"
-17.421210900000002,-66.1579428,"Avenida Panamericana, San Luis Copacabana, Cercado, Cochabamba, Bolivia"
-17.4212443,-66.1579451,"Avenida Panamericana, San Luis Copacabana, Cercado, Cochabamba, Bolivia"
-17.4275454,-66.1592487,"Avenida Panamericana, Lindo, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4275828,-66.1592507,"Avenida Panamericana, Lindo, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4275828,-66.1592507,"Avenida Panamericana, Lindo, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.427647500000003,-66.15927040000001,"Avenida Panamericana, Lindo, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.427647500000003,-66.15927040000001,"Avenida Panamericana, Lindo, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.427678200000003,-66.1592732,"Avenida Panamericana, Lindo, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.427678200000003,-66.1592732,"Avenida Panamericana, Lindo, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4282739,-66.1589733,"Avenida María Auxiliadora, Lindo, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4252335,-66.1542074,"Avenida Independencia, Villa Rosario Ticti, Cercado, Cochabamba, Bolivia"
-17.425140900000002,-66.1542325,"Avenida Independencia, Villa Rosario Ticti, Cercado, Cochabamba, Bolivia"
-17.4148374,-66.155252,"Avenida Independencia, Independencia, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4137497,-66.1555002,"Avenida Independencia, Independencia, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.413715,-66.15550710000001,"Avenida Independencia, Independencia, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4202495,-66.1600834,"Avenida Mártires de la Democracia, Tercera Villa Sud, Cercado, Cochabamba, Bolivia"
-17.420288900000003,-66.1600928,"Avenida Mártires de la Democracia, Tercera Villa Sud, Cercado, Cochabamba, Bolivia"
-17.4204642,-66.16013260000001,"Avenida Mártires de la Democracia, Tercera Villa Sud, Cercado, Cochabamba, Bolivia"
-17.4211731,-66.1579081,"Avenida Panamericana, San Luis Copacabana, Cercado, Cochabamba, Bolivia"
-17.4212102,-66.15791700000001,"Avenida Panamericana, San Luis Copacabana, Cercado, Cochabamba, Bolivia"
-17.4212476,-66.1579236,"Avenida Panamericana, San Luis Copacabana, Cercado, Cochabamba, Bolivia"
-17.428247900000002,-66.158952,"Avenida María Auxiliadora, Lindo, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4292346,-66.1588423,"Avenida María Auxiliadora, Lindo, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4144734,-66.14963060000001,"Calle Capitán Ñuflo de Chavez, Villa Progreso, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.414521299999997,-66.14968160000001,"Calle Capitán Ñuflo de Chavez, Villa Progreso, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.414563899999997,-66.14972230000001,"Calle Capitán Ñuflo de Chavez, Villa Progreso, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4145893,-66.1497434,"Calle Capitán Ñuflo de Chavez, Villa Progreso, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4187903,-66.15116520000001,"Calle Montero, Villa Santa Cruz, Cercado, Cochabamba, Bolivia"
-17.4187903,-66.15116520000001,"Calle Montero, Villa Santa Cruz, Cercado, Cochabamba, Bolivia"
-17.4186905,-66.1513944,"Calle Montero, Villa Santa Cruz, Cercado, Cochabamba, Bolivia"
-17.416977300000003,-66.1515397,"Avenida República, Parque Piraí, Cercado, Cochabamba, Bolivia"
-17.4168553,-66.1515456,"Avenida República, Parque Piraí, Cercado, Cochabamba, Bolivia"
-17.415970599999998,-66.15148110000001,"Avenida República, Parque Piraí, Cercado, Cochabamba, Bolivia"
-17.4254079,-66.1541756,"Avenida Independencia, Villa Rosario Ticti, Cercado, Cochabamba, Bolivia"
-17.413624799999997,-66.15545780000001,"Avenida Independencia, Independencia, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.413576799999998,-66.1554691,"Avenida Independencia, Independencia, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4135368,-66.155479,"Avenida Independencia, Independencia, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4134978,-66.1554878,"Avenida Independencia, Independencia, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.3804101,-66.14201680000001,"Avenida General Galindo León, Martín Cárdenas, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.375736500000002,-66.14263290000001,"Pionono, 1138, Avenida General Galindo León, El Pueblito, Cercado, Cochabamba, Bolivia"
-17.3756236,-66.14264290000001,"Pionono, 1138, Avenida General Galindo León, El Pueblito, Cercado, Cochabamba, Bolivia"
-17.3740308,-66.1384453,"Avenida América, El Pueblito, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.3740363,-66.1383208,"Avenida América, El Pueblito, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.3740426,-66.13819840000001,"Avenida América, El Pueblito, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.3728014,-66.1366809,"Avenida Uyuni, Mesadilla, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.3727927,-66.13657070000001,"Avenida Circunvalación, Mesadilla, Cercado, Cochabamba, Bolivia"
-17.3727886,-66.13645700000001,"Avenida Circunvalación, Mesadilla, Cercado, Cochabamba, Bolivia"
-17.372781,-66.13640070000001,"Avenida Circunvalación, Mesadilla, Cercado, Cochabamba, Bolivia"
-17.372781,-66.13640070000001,"Avenida Circunvalación, Mesadilla, Cercado, Cochabamba, Bolivia"
-17.3726075,-66.1345885,"Avenida Circunvalación, Mesadilla, Cercado, Cochabamba, Bolivia"
-17.4291822,-66.1632355,"Avenida de la Fuerza Aérea, Lindo, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.429134700000002,-66.1632941,"Avenida de la Fuerza Aérea, Lindo, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.427804000000002,-66.164816,"Avenida de la Fuerza Aérea, Base Aérea, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4222083,-66.16654100000001,"Avenida de la Fuerza Aérea, Tercera Villa Sud, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4221554,-66.1665493,"Avenida de la Fuerza Aérea, Tercera Villa Sud, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.419232400000002,-66.16619080000001,"Avenida de la Fuerza Aérea, Tercera Villa Sud, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4190852,-66.16616540000001,"Avenida de la Fuerza Aérea, Tercera Villa Sud, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4189212,-66.1661139,"Gibas del Sur, 2691, Avenida de la Fuerza Aérea, Tercera Villa Norte, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4175277,-66.1658403,"Avenida de la Fuerza Aérea, Jaihuayco, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4069833,-66.1702447,"Calle Luis Uriona, Guillermo Killman, Cercado, Cochabamba, Bolivia"
-17.372472300000002,-66.1642743,"Avenida América, Adela Zamudio, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.3724502,-66.1642503,"Avenida América, Adela Zamudio, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.3724502,-66.1642503,"Avenida América, Adela Zamudio, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.372448900000002,-66.16415930000001,"Avenida América, Adela Zamudio, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.3743915,-66.14288,"Avenida General Galindo León, El Pueblito, Cercado, Cochabamba, Bolivia"
-17.3759076,-66.14269010000001,"Carballo, 1189, Avenida General Galindo León, El Pueblito, Cercado, Cochabamba, Bolivia"
-17.3760285,-66.14268000000001,"Carballo, 1189, Avenida General Galindo León, El Pueblito, Cercado, Cochabamba, Bolivia"
-17.4291026,-66.16331220000001,"Avenida de la Fuerza Aérea, Lindo, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4277942,-66.16481780000001,"Avenida de la Fuerza Aérea, Base Aérea, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4277273,-66.1648938,"Avenida de la Fuerza Aérea, Base Aérea, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4223047,-66.16654910000001,"Avenida de la Fuerza Aérea, Base Aérea, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4208742,-66.16651660000001,"Avenida de la Fuerza Aérea, Tercera Villa Sud, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4208742,-66.16651660000001,"Avenida de la Fuerza Aérea, Tercera Villa Sud, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.420825,-66.16650600000001,"Avenida de la Fuerza Aérea, Tercera Villa Sud, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.420825,-66.16650600000001,"Avenida de la Fuerza Aérea, Tercera Villa Sud, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.420755800000002,-66.16648980000001,"Avenida de la Fuerza Aérea, Tercera Villa Sud, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.420755800000002,-66.16648980000001,"Avenida de la Fuerza Aérea, Tercera Villa Sud, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.419191700000002,-66.16619920000001,"Avenida de la Fuerza Aérea, Tercera Villa Sud, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.419191700000002,-66.16619920000001,"Avenida de la Fuerza Aérea, Tercera Villa Sud, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.419146400000002,-66.166184,"Avenida de la Fuerza Aérea, Tercera Villa Sud, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.419104,-66.16617000000001,"Avenida de la Fuerza Aérea, Tercera Villa Sud, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.419104,-66.16617000000001,"Avenida de la Fuerza Aérea, Tercera Villa Sud, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4190532,-66.1661643,"Avenida de la Fuerza Aérea, Tercera Villa Sud, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4175313,-66.16585660000001,"Avenida de la Fuerza Aérea, Jaihuayco, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4174891,-66.16584800000001,"Avenida Del Cabildo, Jaihuayco, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.417433600000003,-66.1658355,"Avenida Del Cabildo, Jaihuayco, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.417433600000003,-66.1658355,"Avenida Del Cabildo, Jaihuayco, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4173714,-66.16582100000001,"Avenida de la Fuerza Aérea, Jaihuayco, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4173714,-66.16582100000001,"Avenida de la Fuerza Aérea, Jaihuayco, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.3995238,-66.18244800000001,"Avenida Chaco, Judicial, Cercado, Cochabamba, Bolivia"
-17.3994482,-66.1824283,"Avenida Melchor Pérez de Olguín, Judicial, Cercado, Cochabamba, Bolivia"
-17.3994482,-66.1824283,"Avenida Melchor Pérez de Olguín, Judicial, Cercado, Cochabamba, Bolivia"
-17.3993649,-66.1824062,"Avenida Melchor Pérez de Olguín, Judicial, Cercado, Cochabamba, Bolivia"
-17.3984617,-66.1821524,"Avenida Melchor Pérez de Olguín, Judicial, Cercado, Cochabamba, Bolivia"
-17.3983785,-66.1821285,"Avenida Melchor Pérez de Olguín, Judicial, Cercado, Cochabamba, Bolivia"
-17.3982941,-66.1821063,"Calle de los Olmos, Judicial, Cercado, Cochabamba, Bolivia"
-17.3982941,-66.1821063,"Calle de los Olmos, Judicial, Cercado, Cochabamba, Bolivia"
-17.372404,-66.17574420000001,"Avenida Melchor Pérez de Olguín, Pulacayo, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.3721285,-66.1757412,"Avenida Melchor Pérez de Olguín, Pulacayo, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.3719483,-66.175734,"Avenida Melchor Pérez de Olguín, Pulacayo, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.3724551,-66.16433430000001,"Avenida América, Adela Zamudio, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.3724558,-66.16429450000001,"Avenida América, Adela Zamudio, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.3724558,-66.16429450000001,"Avenida América, Adela Zamudio, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.3724584,-66.1642515,"Avenida América, Adela Zamudio, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.3724587,-66.1641761,"Avenida América, Adela Zamudio, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.3724671,-66.16411640000001,"Avenida América, Adela Zamudio, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.3731272,-66.15434350000001,"Universidad Privada Abierta Latinoamericana, 524, Avenida América, Queru Queru Central, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.3731291,-66.15430860000001,"Universidad Privada Abierta Latinoamericana, 524, Avenida América, Queru Queru Central, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.3731319,-66.1542318,"Universidad Privada Abierta Latinoamericana, 524, Avenida América, Queru Queru Central, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.3731335,-66.15414790000001,"Universidad Privada Abierta Latinoamericana, 524, Avenida América, Queru Queru Central, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.373139000000002,-66.1539882,"Universidad Privada Abierta Latinoamericana, 524, Avenida América, Queru Queru Central, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.3731453,-66.1539149,"Universidad Privada Abierta Latinoamericana, 524, Avenida América, Queru Queru Central, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.3732877,-66.1516175,"Cocolatte, 768, Avenida América, Recoleta, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.3732923,-66.151555,"Cocolatte, 768, Avenida América, Recoleta, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.3733048,-66.1514447,"Cocolatte, 768, Avenida América, Recoleta, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.3733097,-66.1513822,"Cocolatte, 768, Avenida América, Recoleta, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.3736489,-66.1452024,"Edificio Blanqui, 1453, Avenida América, Bajo Aranjuez, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.3736596,-66.14505650000001,"Edificio Blanqui, 1453, Avenida América, Bajo Aranjuez, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.373714500000002,-66.14435320000001,"Avenida América, Tupuraya, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.3737245,-66.1442732,"Avenida América, Tupuraya, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.3738517,-66.1433346,"Avenida América, Tupuraya, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.374440800000002,-66.1428784,"Avenida General Galindo León, El Pueblito, Cercado, Cochabamba, Bolivia"
-17.3759765,-66.14265150000001,"Carballo, 1189, Avenida General Galindo León, El Pueblito, Cercado, Cochabamba, Bolivia"
-17.384313,-66.1418014,"Avenida Rubén Darío, Incacollo, Cercado, Cochabamba, Bolivia"
-17.384313,-66.1418014,"Avenida Rubén Darío, Incacollo, Cercado, Cochabamba, Bolivia"
-17.3843876,-66.1417526,"Calle Melchor Terrazas, Incacollo, Cercado, Cochabamba, Bolivia"
-17.3844618,-66.1417055,"Avenida Rubén Darío, Incacollo, Cercado, Cochabamba, Bolivia"
-17.3845302,-66.14166370000001,"Avenida Rubén Darío, Incacollo, Cercado, Cochabamba, Bolivia"
-17.385832699999998,-66.14106120000001,"Avenida Rubén Darío, Incacollo, Cercado, Cochabamba, Bolivia"
-17.3859296,-66.1410443,"Avenida Rubén Darío, Incacollo, Cercado, Cochabamba, Bolivia"
-17.3860331,-66.14103170000001,"Avenida Rubén Darío, Incacollo, Cercado, Cochabamba, Bolivia"
-17.3861457,-66.14102740000001,"Avenida Rubén Darío, Incacollo, Cercado, Cochabamba, Bolivia"
-17.3863587,-66.14101760000001,"Avenida Rubén Darío, Incacollo, Cercado, Cochabamba, Bolivia"
-17.390546399999998,-66.1396995,"Avenida Rubén Darío, La Concordia, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.390546399999998,-66.1396995,"Avenida Rubén Darío, La Concordia, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.3906813,-66.13960420000001,"Avenida Guillermo Urquidi, La Concordia, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.3999683,-66.1393147,"Avenida Circuito Bolivia, 9 de Abril, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.400003599999998,-66.13941170000001,"Avenida Circuito Bolivia, 9 de Abril, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.414521999999998,-66.1496549,"Calle Capitán Ñuflo de Chavez, Villa Progreso, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4291717,-66.16323650000001,"Avenida de la Fuerza Aérea, Lindo, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4291717,-66.16323650000001,"Avenida de la Fuerza Aérea, Lindo, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4291229,-66.16329060000001,"Avenida de la Fuerza Aérea, Lindo, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4291229,-66.16329060000001,"Avenida de la Fuerza Aérea, Lindo, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.429070600000003,-66.1633444,"Avenida de la Fuerza Aérea, Lindo, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4278343,-66.16478690000001,"Avenida de la Fuerza Aérea, Base Aérea, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.427791600000003,-66.16483690000001,"Avenida de la Fuerza Aérea, Base Aérea, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.427791600000003,-66.16483690000001,"Avenida de la Fuerza Aérea, Base Aérea, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4277431,-66.16488770000001,"Avenida de la Fuerza Aérea, Base Aérea, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4223952,-66.1665545,"Avenida de la Fuerza Aérea, Tercera Villa Sud, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.422329400000002,-66.1665657,"Avenida de la Fuerza Aérea, Tercera Villa Sud, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.422257300000002,-66.16658020000001,"Avenida de la Fuerza Aérea, Tercera Villa Sud, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.422185000000002,-66.1665966,"Avenida de la Fuerza Aérea, Tercera Villa Sud, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4209575,-66.16653360000001,"Avenida de la Fuerza Aérea, Tercera Villa Sud, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4209575,-66.16653360000001,"Avenida de la Fuerza Aérea, Tercera Villa Sud, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.420869500000002,-66.166514,"Avenida de la Fuerza Aérea, Tercera Villa Sud, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4207892,-66.16650130000001,"Avenida de la Fuerza Aérea, Tercera Villa Sud, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4206788,-66.1664829,"Avenida de la Fuerza Aérea, Tercera Villa Sud, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4206468,-66.16647920000001,"Avenida de la Fuerza Aérea, Tercera Villa Sud, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.420607500000003,-66.16647560000001,"Avenida de la Fuerza Aérea, Tercera Villa Sud, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4192059,-66.16619490000001,"Avenida de la Fuerza Aérea, Tercera Villa Sud, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.4191268,-66.1661799,"Avenida de la Fuerza Aérea, Tercera Villa Sud, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.419045500000003,-66.1661627,"Avenida de la Fuerza Aérea, Tercera Villa Sud, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.418966400000002,-66.16614990000001,"Calle Todos Santos, Fuerza Aérea, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.406962999999998,-66.1702164,"Calle Luis Uriona, Guillermo Killman, Cercado, Cochabamba, Bolivia"
-17.4068929,-66.1701728,"Calle Luis Uriona, Guillermo Killman, Cercado, Cochabamba, Bolivia"
-17.4068592,-66.1701589,"Calle Luis Uriona, Guillermo Killman, Cercado, Cochabamba, Bolivia"
-17.4068282,-66.1701567,"Calle Luis Uriona, Guillermo Killman, Cercado, Cochabamba, Bolivia"
-17.4047655,-66.1694923,"Avenida Juana Azurduy de Padilla, Guillermo Killman, Cochabamba, Cercado, Cochabamba, Bolivia"
-17.404668299999997,-66.16946130000001,"Avenida Juana Azurduy de Padilla, Guillermo Killman, Cochabamba, Cercado, Cochabamba, Bolivia"
