                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     62,                0.91126,                0.47685,                 1.0141,                0.82918,                 0.9058,                0.93515,                0.72368,                0.89668,                0.40654,                0.95825,               0.007987,               0.007987,               0.007987
                     63,                 0.9051,                0.47989,                 1.0137,                0.84897,                0.87599,                0.93161,                0.72169,                0.88832,                0.39704,                 0.9628,               0.007954,               0.007954,               0.007954
                     64,                0.88828,                 0.4751,                 1.0098,                0.86321,                 0.8892,                 0.9311,                0.73879,                 0.8836,                0.39422,                0.96024,               0.007921,               0.007921,               0.007921
                     65,                0.89571,                0.47214,                 1.0029,                0.85927,                 0.8676,                0.91973,                0.70407,                0.88096,                0.40768,                0.95246,               0.007888,               0.007888,               0.007888
                     66,                0.89468,                0.47091,                 1.0128,                0.82314,                 0.8827,                0.91001,                0.69872,                0.88621,                0.41931,                0.95906,               0.007855,               0.007855,               0.007855
                     67,                0.89315,                0.47143,                 1.0058,                0.96363,                0.82017,                0.91734,                0.70797,                0.91538,                0.41793,                0.97234,               0.007822,               0.007822,               0.007822
                     68,                0.88826,                0.46893,                 1.0034,                0.93781,                0.83603,                0.92889,                0.71464,                0.89359,                0.41768,                 0.9572,               0.007789,               0.007789,               0.007789
                     69,                0.88366,                 0.4631,                0.99961,                0.95164,                0.86555,                0.95409,                0.72517,                0.89324,                0.41377,                0.96109,               0.007756,               0.007756,               0.007756
                     70,                0.88175,                0.46705,                0.99616,                0.89508,                0.87693,                0.95242,                0.73356,                0.89125,                0.40778,                0.95841,               0.007723,               0.007723,               0.007723
                     71,                0.86752,                0.45999,                0.98933,                 0.8056,                 0.8828,                0.90332,                0.71776,                 0.8865,                0.42885,                 0.9581,                0.00769,                0.00769,                0.00769
                     72,                0.89096,                0.46424,                 1.0042,                0.91402,                 0.8657,                0.94329,                0.74116,                0.88217,                0.40064,                0.95808,               0.007657,               0.007657,               0.007657
                     73,                 0.8753,                0.46412,                0.99717,                0.82684,                0.94599,                0.97377,                0.75384,                0.90326,                0.41087,                 0.9717,               0.007624,               0.007624,               0.007624
                     74,                0.87258,                0.46165,                  1.001,                0.85099,                0.90794,                0.94186,                0.73197,                0.88871,                0.40204,                 0.9646,               0.007591,               0.007591,               0.007591
                     75,                 0.8607,                0.44853,                0.98606,                0.82223,                0.92689,                0.93634,                0.74128,                0.88273,                0.40497,                 0.9617,               0.007558,               0.007558,               0.007558
                     76,                0.87392,                0.46327,                0.99914,                0.82793,                0.96067,                0.95079,                0.73743,                0.88131,                 0.3997,                0.95889,               0.007525,               0.007525,               0.007525
                     77,                0.87014,                0.45995,                0.99674,                0.87682,                 0.8919,                0.93342,                0.72781,                0.88806,                0.40395,                0.95859,               0.007492,               0.007492,               0.007492
                     78,                0.85726,                0.45463,                0.99342,                0.84313,                0.95578,                0.93904,                 0.7256,                0.89249,                0.40708,                0.96014,               0.007459,               0.007459,               0.007459
                     79,                0.85408,                0.45457,                0.98884,                0.95169,                0.86028,                 0.9317,                0.73703,                0.89403,                0.40198,                0.96103,               0.007426,               0.007426,               0.007426
                     80,                0.85771,                0.44649,                0.99096,                0.81779,                0.92661,                0.92318,                0.73246,                 0.9053,                0.40109,                0.96329,               0.007393,               0.007393,               0.007393
                     81,                0.84584,                0.44902,                 0.9855,                0.83816,                0.92082,                0.90884,                0.70978,                0.90859,                0.41447,                0.97313,                0.00736,                0.00736,                0.00736
                     82,                0.84635,                0.44136,                0.98736,                0.89064,                0.91476,                0.92959,                0.71847,                0.88713,                0.41392,                0.96234,               0.007327,               0.007327,               0.007327
                     83,                0.84304,                0.44442,                0.98134,                0.90689,                0.89044,                 0.9403,                0.74721,                0.88882,                0.40057,                0.96039,               0.007294,               0.007294,               0.007294
                     84,                0.85045,                 0.4462,                0.98231,                0.83546,                0.95049,                0.91197,                0.73873,                0.88179,                0.40517,                0.95569,               0.007261,               0.007261,               0.007261
                     85,                0.84416,                0.44646,                0.98593,                0.89131,                0.89313,                0.93586,                 0.7441,                0.87472,                0.38333,                0.95425,               0.007228,               0.007228,               0.007228
                     86,                0.83975,                0.44418,                0.97855,                  0.843,                0.89923,                0.90476,                0.71602,                0.88832,                 0.3969,                0.95706,               0.007195,               0.007195,               0.007195
                     87,                0.83724,                0.44419,                 0.9726,                 0.9632,                0.84812,                0.92967,                0.74686,                0.87325,                0.38862,                0.94977,               0.007162,               0.007162,               0.007162
                     88,                0.84986,                0.44853,                 0.9722,                0.95807,                0.85935,                0.95093,                0.74143,                0.87959,                0.38597,                0.95087,               0.007129,               0.007129,               0.007129
                     89,                0.82639,                0.42706,                0.97269,                0.94706,                0.86665,                0.94951,                  0.752,                0.88189,                0.38326,                0.95104,               0.007096,               0.007096,               0.007096
                     90,                0.83605,                0.43692,                0.97797,                0.81642,                0.96491,                0.94522,                0.73973,                0.88803,                0.38427,                0.95064,               0.007063,               0.007063,               0.007063
                     91,                0.81686,                0.43488,                0.97191,                0.81683,                0.92893,                0.92031,                0.71526,                0.90031,                0.41028,                0.96385,                0.00703,                0.00703,                0.00703
                     92,                0.82307,                0.43432,                0.97513,                0.82118,                0.95291,                0.91389,                0.72464,                0.88993,                0.38572,                 0.9629,               0.006997,               0.006997,               0.006997
                     93,                0.83405,                0.43964,                0.97674,                0.94432,                0.85399,                0.92088,                0.73104,                0.89419,                0.40689,                0.96477,               0.006964,               0.006964,               0.006964
